,parent_name,child_name,group
1660,Design for testability,Test data compression,10010583_8
1661,Hardware test,Fault models and test metrics,10010583_8
1662,Hardware test,Memory test and repair,10010583_8
1663,Hardware test,Hardware reliability screening,10010583_8
1664,Hardware test,Test-pattern generation and fault simulation,10010583_8
1665,Hardware test,Testing with distributed and parallel systems,10010583_8
1666,Robustness,Fault tolerance,10010583_9
1667,Fault tolerance,Error detection and error correction,10010583_9
1668,Fault tolerance,Failure prediction,10010583_9
1669,Fault tolerance,"Failure recovery, maintenance and self-repair",10010583_9
1670,Fault tolerance,Redundancy,10010583_9
1671,Fault tolerance,Self-checking mechanisms,10010583_9
1672,Fault tolerance,System-level fault tolerance,10010583_9
1673,Robustness,Design for manufacturability,10010583_9
1674,Design for manufacturability,Process variations,10010583_9
1675,Design for manufacturability,Yield and cost modeling,10010583_9
1676,Design for manufacturability,Yield and cost optimization,10010583_9
1677,Robustness,Hardware reliability,10010583_9
1678,Hardware reliability,Aging of circuits and systems,10010583_9
1679,Hardware reliability,Circuit hardening,10010583_9
1680,Hardware reliability,Early-life failures and infant mortality,10010583_9
1681,Hardware reliability,"Process, voltage and temperature variations",10010583_9
1682,Hardware reliability,Signal integrity and noise analysis,10010583_9
1683,Hardware reliability,Transient errors and upsets,10010583_9
1684,Robustness,Safety critical systems,10010583_9
1685,Emerging technologies,Analysis and design of emerging devices and systems,10010583_10
1686,Analysis and design of emerging devices and systems,Emerging architectures,10010583_10
1687,Analysis and design of emerging devices and systems,Emerging languages and compilers,10010583_10
1688,Analysis and design of emerging devices and systems,Emerging simulation,10010583_10
1689,Analysis and design of emerging devices and systems,Emerging tools and methodologies,10010583_10
1690,Emerging technologies,Biology-related information processing,10010583_10
1691,Biology-related information processing,Bio-embedded electronics,10010583_10
1692,Biology-related information processing,Neural systems,10010583_10
1693,Emerging technologies,Circuit substrates,10010583_10
1694,Circuit substrates,III-V compounds,10010583_10
1695,Circuit substrates,Carbon based electronics,10010583_10
1696,Circuit substrates,Cellular neural networks,10010583_10
1697,Circuit substrates,Flexible and printable circuits,10010583_10
1698,Circuit substrates,Superconducting circuits,10010583_10
1699,Emerging technologies,Electromechanical systems,10010583_10
1700,Electromechanical systems,Microelectromechanical systems,10010583_10
1701,Electromechanical systems,Nanoelectromechanical systems,10010583_10
1702,Emerging technologies,Emerging interfaces,10010583_10
1703,Emerging technologies,Memory and dense storage,10010583_10
1704,Emerging technologies,Emerging optical and photonic technologies,10010583_10
1705,Emerging technologies,Reversible logic,10010583_10
1706,Emerging technologies,Plasmonics,10010583_10
1707,Emerging technologies,Quantum technologies,10010583_10
1708,Quantum technologies,Single electron devices,10010583_10
1709,Quantum technologies,Tunneling devices,10010583_10
1710,Quantum technologies,Quantum computation,10010583_10
1711,Quantum computation,Quantum communication and cryptography,10010583_10
1712,Quantum computation,Quantum error correction and fault tolerance,10010583_10
1713,Quantum technologies,Quantum dots and cellular automata,10010583_10
1714,Emerging technologies,Spintronics and magnetic technologies,10010583_10
1715,Software organization and properties,Contextual software domains,10011007_1
1716,Contextual software domains,E-commerce infrastructure,10011007_1
1717,Contextual software domains,Software infrastructure,10011007_1
1718,Software infrastructure,Interpreters,10011007_1
1719,Software infrastructure,Middleware,10011007_1
1720,Middleware,Message oriented middleware,10011007_1
1721,Middleware,Reflective middleware,10011007_1
1722,Middleware,Embedded middleware,10011007_1
1723,Software infrastructure,Virtual machines,10011007_1
1724,Contextual software domains,Operating systems,10011007_1
1725,Operating systems,File systems management,10011007_1
1726,Operating systems,Memory management,10011007_1
1727,Memory management,Virtual memory,10011007_1
1728,Memory management,Main memory,10011007_1
1729,Memory management,Allocation / deallocation strategies,10011007_1
1730,Memory management,Garbage collection,10011007_1
1731,Memory management,Distributed memory,10011007_1
1732,Memory management,Secondary storage,10011007_1
1733,Operating systems,Process management,10011007_1
1734,Process management,Scheduling,10011007_1
1735,Process management,Deadlocks,10011007_1
1736,Process management,Multithreading,10011007_1
1737,Process management,Multiprocessing / multiprogramming / multitasking,10011007_1
1738,Process management,Monitors,10011007_1
1739,Process management,Mutual exclusion,10011007_1
1740,Process management,Concurrency control,10011007_1
1741,Process management,Power management,10011007_1
1742,Process management,Process synchronization,10011007_1
1743,Operating systems,Communications management,10011007_1
1744,Communications management,Buffering,10011007_1
1745,Communications management,Input / output,10011007_1
1746,Communications management,Message passing,10011007_1
1747,Contextual software domains,Virtual worlds software,10011007_1
1748,Virtual worlds software,Interactive games,10011007_1
1749,Virtual worlds software,Virtual worlds training simulations,10011007_1
1750,Software organization and properties,Software system structures,10011007_1
1751,Software system structures,Embedded software,10011007_1
1752,Software system structures,Software architectures,10011007_1
1753,Software architectures,n-tier architectures,10011007_1
1754,Software architectures,Peer-to-peer architectures,10011007_1
1755,Software architectures,Data flow architectures,10011007_1
1756,Software architectures,Cooperating communicating processes,10011007_1
1757,Software architectures,Layered systems,10011007_1
1758,Software architectures,Publish-subscribe / event-based architectures,10011007_1
1759,Software architectures,Electronic blackboards,10011007_1
1760,Software architectures,Simulator / interpreter,10011007_1
1761,Software architectures,Object oriented architectures,10011007_1
1762,Software architectures,Tightly coupled architectures,10011007_1
1763,Software architectures,Space-based architectures,10011007_1
1764,Software architectures,3-tier architectures,10011007_1
1765,Software system structures,Software system models,10011007_1
1766,Software system models,Petri nets,10011007_1
1767,Software system models,State systems,10011007_1
1768,Software system models,Entity relationship modeling,10011007_1
1769,Software system models,Model-driven software engineering,10011007_1
1770,Software system models,Feature interaction,10011007_1
1771,Software system models,Massively parallel systems,10011007_1
1772,Software system structures,Ultra-large-scale systems,10011007_1
1773,Software system structures,Distributed systems organizing principles,10011007_1
1774,Distributed systems organizing principles,Cloud computing,10011007_1
1775,Distributed systems organizing principles,Client-server architectures,10011007_1
1776,Distributed systems organizing principles,Grid computing,10011007_1
1777,Distributed systems organizing principles,Organizing principles for web applications,10011007_1
1778,Software system structures,Real-time systems software,10011007_1
1779,Software system structures,"Abstraction, modeling and modularity",10011007_1
1780,Software organization and properties,Software functional properties,10011007_1
1781,Software functional properties,Correctness,10011007_1
1782,Correctness,Synchronization,10011007_1
1783,Correctness,Functionality,10011007_1
1784,Correctness,Real-time schedulability,10011007_1
1785,Correctness,Consistency,10011007_1
1786,Correctness,Completeness,10011007_1
1787,Correctness,Access protection,10011007_1
1788,Software functional properties,Formal methods,10011007_1
1789,Formal methods,Model checking,10011007_1
1790,Formal methods,Software verification,10011007_1
1791,Formal methods,Automated static analysis,10011007_1
1792,Formal methods,Dynamic analysis,10011007_1
1793,Software organization and properties,Extra-functional properties,10011007_1
1794,Extra-functional properties,Interoperability,10011007_1
1795,Extra-functional properties,Software performance,10011007_1
1796,Extra-functional properties,Software reliability,10011007_1
1797,Extra-functional properties,Software fault tolerance,10011007_1
1798,Software fault tolerance,Checkpoint / restart,10011007_1
1799,Extra-functional properties,Software safety,10011007_1
1800,Extra-functional properties,Software usability,10011007_1
1801,Software notations and tools,General programming languages,10011007_2
1802,General programming languages,Language types,10011007_2
1803,Language types,Parallel programming languages,10011007_2
1804,Language types,Distributed programming languages,10011007_2
1805,Language types,Imperative languages,10011007_2
1806,Language types,Object oriented languages,10011007_2
1807,Language types,Functional languages,10011007_2
1808,Language types,Concurrent programming languages,10011007_2
1809,Language types,Constraint and logic languages,10011007_2
1810,Language types,Data flow languages,10011007_2
1811,Language types,Extensible languages,10011007_2
1812,Language types,Assembly languages,10011007_2
1813,Language types,Multiparadigm languages,10011007_2
1814,Language types,Very high level languages,10011007_2
1815,General programming languages,Language features,10011007_2
1816,Language features,Abstract data types,10011007_2
1817,Language features,Polymorphism,10011007_2
1818,Language features,Inheritance,10011007_2
1819,Language features,Control structures,10011007_2
1820,Language features,Data types and structures,10011007_2
1821,Language features,Classes and objects,10011007_2
1822,Language features,Modules / packages,10011007_2
1823,Language features,Constraints,10011007_2
1824,Language features,Recursion,10011007_2
1825,Language features,Concurrent programming structures,10011007_2
1826,Language features,"Procedures, functions and subroutines",10011007_2
1827,Language features,Patterns,10011007_2
1828,Language features,Coroutines,10011007_2
1829,Language features,Frameworks,10011007_2
1830,Software notations and tools,Formal language definitions,10011007_2
1831,Formal language definitions,Syntax,10011007_2
1832,Formal language definitions,Semantics,10011007_2
1833,Software notations and tools,Compilers,10011007_2
1834,Compilers,Interpreters,10011007_2
1835,Compilers,Incremental compilers,10011007_2
1836,Compilers,Retargetable compilers,10011007_2
1837,Compilers,Just-in-time compilers,10011007_2
1838,Compilers,Dynamic compilers,10011007_2
1839,Compilers,Translator writing systems and compiler generators,10011007_2
1840,Compilers,Source code generation,10011007_2
1841,Compilers,Runtime environments,10011007_2
1842,Compilers,Preprocessors,10011007_2
1843,Compilers,Parsers,10011007_2
1844,Software notations and tools,Context specific languages,10011007_2
1845,Context specific languages,Markup languages,10011007_2
1846,Markup languages,Extensible Markup Language (XML),10011007_2
1847,Markup languages,Hypertext languages,10011007_2
1848,Context specific languages,Scripting languages,10011007_2
1849,Context specific languages,Domain specific languages,10011007_2
1850,Context specific languages,Specialized application languages,10011007_2
1851,Context specific languages,API languages,10011007_2
1852,Context specific languages,Graphical user interface languages,10011007_2
1853,Context specific languages,Window managers,10011007_2
1854,Context specific languages,Command and control languages,10011007_2
1855,Context specific languages,Macro languages,10011007_2
1856,Context specific languages,Programming by example,10011007_2
1857,Context specific languages,State based definitions,10011007_2
1858,Context specific languages,Visual languages,10011007_2
1859,Context specific languages,Interface definition languages,10011007_2
1860,Software notations and tools,System description languages,10011007_2
1861,System description languages,Design languages,10011007_2
1862,System description languages,Unified Modeling Language (UML),10011007_2
1863,System description languages,Architecture description languages,10011007_2
1864,System description languages,System modeling languages,10011007_2
1865,System description languages,Orchestration languages,10011007_2
1866,System description languages,Integration frameworks,10011007_2
1867,System description languages,Specification languages,10011007_2
1868,Software notations and tools,Development frameworks and environments,10011007_2
1869,Development frameworks and environments,Object oriented frameworks,10011007_2
1870,Development frameworks and environments,Software as a service orchestration system,10011007_2
1871,Development frameworks and environments,Integrated and visual development environments,10011007_2
1872,Development frameworks and environments,Application specific development environments,10011007_2
1873,Software notations and tools,Software configuration management and version control systems,10011007_2
1874,Software notations and tools,Software libraries and repositories,10011007_2
1875,Software notations and tools,Software maintenance tools,10011007_2
1876,Software creation and management,Designing software,10011007_3
1877,Designing software,Requirements analysis,10011007_3
1878,Designing software,Software design engineering,10011007_3
1879,Designing software,Software design tradeoffs,10011007_3
1880,Designing software,Software implementation planning,10011007_3
1881,Software implementation planning,Software design techniques,10011007_3
1882,Software creation and management,Software development process management,10011007_3
1883,Software development process management,Software development methods,10011007_3
1884,Software development methods,Rapid application development,10011007_3
1885,Software development methods,Agile software development,10011007_3
1886,Software development methods,Capability Maturity Model,10011007_3
1887,Software development methods,Waterfall model,10011007_3
1888,Software development methods,Spiral model,10011007_3
1889,Software development methods,V-model,10011007_3
1890,Software development methods,Design patterns,10011007_3
1891,Software development process management,Risk management,10011007_3
1892,Software creation and management,Software development techniques,10011007_3
1893,Software development techniques,Software prototyping,10011007_3
1894,Software development techniques,Object oriented development,10011007_3
1895,Software development techniques,Flowcharts,10011007_3
1896,Software development techniques,Reusability,10011007_3
1897,Reusability,Software product lines,10011007_3
1898,Software development techniques,Error handling and recovery,10011007_3
1899,Software development techniques,Automatic programming,10011007_3
1900,Automatic programming,Genetic programming,10011007_3
1901,Software creation and management,Software verification and validation,10011007_3
1902,Software verification and validation,Operational analysis,10011007_3
1903,Software verification and validation,Software defect analysis,10011007_3
1904,Software defect analysis,Software testing and debugging,10011007_3
1905,Software verification and validation,Fault tree analysis,10011007_3
1906,Software verification and validation,Process validation,10011007_3
1907,Process validation,Walkthroughs,10011007_3
1908,Process validation,Pair programming,10011007_3
1909,Process validation,Use cases,10011007_3
1910,Process validation,Acceptance testing,10011007_3
1911,Process validation,Traceability,10011007_3
1912,Software verification and validation,Formal software verification,10011007_3
1913,Software verification and validation,Empirical software validation,10011007_3
1914,Software creation and management,Software post-development issues,10011007_3
1915,Software post-development issues,Software reverse engineering,10011007_3
1916,Software post-development issues,Documentation,10011007_3
1917,Software post-development issues,Backup procedures,10011007_3
1918,Software post-development issues,Software evolution,10011007_3
1919,Software post-development issues,Software version control,10011007_3
1920,Software post-development issues,Maintaining software,10011007_3
1921,Software post-development issues,System administration,10011007_3
1922,Software creation and management,Collaboration in software development,10011007_3
1923,Collaboration in software development,Open source model,10011007_3
1924,Collaboration in software development,Programming teams,10011007_3
1925,Software creation and management,Search-based software engineering,10011007_3
