,concept_id,concept_name,child_id,child_name,group_code
238,10003079,Network performance evaluation,10003081,Network simulations,10003033
244,10003083,Network properties,10003090,Network structure,10003033
1039,10003090,Network structure,10011643,Network topology types,10003033
30,10003033,Networks,10003106,Network types,10003033
539,10010588,"Communication hardware, interfaces and storage",10010593,Networking hardware,10010583
1920,10010792,Biology-related information processing,10010798,Neural systems,10010583
1762,10003247,Signal processing systems,10003250,Noise reduction,10010583
1426,10010149,Symbolic and algebraic algorithms,10010151,Nonalgebraic algorithms,10010147
122,10003714,Mathematical analysis,10003739,Nonlinear equations,10002950
1458,10010187,Knowledge representation and reasoning,10010189,"Nonmonotonic, default reasoning and belief revision",10010147
2901,10010309,Factorization methods,10010310,Non-negative matrix factorization,10010147
672,10003649,Probabilistic representations,10003657,Nonparametric representations,10002950
109,10003648,Probability and statistics,10003702,Nonparametric statistics,10002950
1558,10010372,Rendering,10010375,Non-photorealistic rendering,10010147
1785,10010607,Semiconductor memory,10010610,Non-volatile memory,10010583
902,10003338,Retrieval models and ranking,10010403,Novelty in information retrieval,10002951
2218,10003165,Record layout alternatives,10003424,Null values in records,10002951
1431,10010149,Symbolic and algebraic algorithms,10010156,Number theory algorithms,10010147
711,10003715,Numerical analysis,10003721,Number-theoretic computations,10002950
1319,10003636,Approximation algorithms analysis,10003815,Numeric approximation algorithms,10003752
116,10003714,Mathematical analysis,10003715,Numerical analysis,10002950
713,10003715,Numerical analysis,10003724,Numerical differentiation,10002950
225,10003039,Network protocols,10003053,OAM protocols,10003033
2854,10010245,Computer vision problems,10010250,Object detection,10010147
2856,10010245,Computer vision problems,10010252,Object identification,10010147
3238,10010972,Software architectures,10010979,Object oriented architectures,10011007
1407,10010125,Program constructs,10010128,Object oriented constructs,10003752
2005,10011092,Software development techniques,10011093,Object oriented development,10011007
1991,10011066,Development frameworks and environments,10011067,Object oriented frameworks,10011007
3274,10011009,Language types,10011011,Object oriented languages,10011007
2855,10010245,Computer vision problems,10010251,Object recognition,10010147
779,10003400,Middleware for databases,10003403,Object-relational mapping facilities,10002951
1193,10003567,Computing and business,10003572,Offshoring,10003456
563,10010633,Very large scale integration design,10010653,On-chip resource management,10010583
564,10010633,Very large scale integration design,10010654,On-chip sensors,10010583
151,10003260,World Wide Web,10003272,Online advertising,10002951
371,10003809,Design and analysis of algorithms,10010047,Online algorithms,10003752
833,10003241,Decision support systems,10010843,Online analytical processing,10002951
758,10003190,Database management system engines,10010841,Online analytical processing engines,10002951
1227,10003544,Commerce policy,10011698,Online auctions policy,10003456
1700,10010504,Document capture,10010509,Online handwriting recognition,10010405
1329,10010047,Online algorithms,10010048,Online learning algorithms,10003752
1498,10010282,Learning settings,10010284,Online learning settings,10010147
1369,10010071,Machine learning theory,10010079,Online learning theory,10003752
1062,10003114,Overlay and other logical network structures,10011730,Online social networks,10003033
1892,10010744,Design for testability,10010742,Online test and diagnostics,10010583
882,10003318,Document representation,10011147,Ontologies,10002951
1464,10010187,Knowledge representation and reasoning,10010195,Ontology engineering,10010147
2024,10011134,Collaboration in software development,10003559,Open source model,10011007
1940,10010941,Contextual software domains,10010949,Operating systems,10011007
189,10003006,Systems security,10003007,Operating systems security,10002978
2011,10011099,Software verification and validation,10011100,Operational analysis,10011007
1412,10010131,Program semantics,10010134,Operational semantics,10003752
64,10010405,Applied computing,10010481,Operations research,10010405
1849,10010684,High-level and register-transfer level synthesis,10011677,Operations scheduling,10010583
789,10003153,Information storage technologies,10003157,Optical / magneto-optical disks,10002951
1699,10010504,Document capture,10010508,Optical character recognition,10010405
1732,10010542,Other architectures,10010549,Optical computing,10010520
1436,10010149,Symbolic and algebraic algorithms,10010161,Optimization algorithms,10010147
342,10003777,Computational complexity and cryptography,10003782,Oracles and decision trees,10003752
1988,10011060,System description languages,10011064,Orchestration languages,10011007
723,10003727,Differential equations,10003728,Ordinary differential equations,10002950
3252,10011120,Distributed systems organizing principles,10011680,Organizing principles for web applications,10011007
515,10010521,Architectures,10010542,Other architectures,10010520
264,10003106,Network types,10003114,Overlay and other logical network structures,10003033
1825,10010656,VLSI packaging,10010661,Package-level interconnect,10010583
1858,10010697,Physical design (EDA),10010699,Packaging,10010583
1013,10003069,Data path algorithms,10003070,Packet classification,10003033
1015,10003069,Data path algorithms,10003072,Packet scheduling,10003033
268,10003106,Network types,10011705,Packet-switching networks,10003033
1314,10003636,Approximation algorithms analysis,10003810,Packing and covering problems,10003752
2274,10003263,Web search engines,10003265,Page and site ranking,10002951
3357,10011105,Process validation,10011107,Pair programming,10011007
752,10003190,Database management system engines,10003195,Parallel and distributed DBMSs,10002951
513,10010521,Architectures,10010528,Parallel architectures,10010520
49,10010147,Computing methodologies,10010169,Parallel computing methodologies,10010147
1267,10003761,Concurrency,10003762,Parallel computing models,10003752
372,10003809,Design and analysis of algorithms,10010052,Parameterized complexity and exact algorithms,10003752
1575,10010396,Shape modeling,10010399,Parametric curve and surface models,10010147
1970,10011041,Compilers,10011688,Parsers,10011007
1422,10010138,Program reasoning,10010145,Parsing,10003752
724,10003727,Differential equations,10003729,Partial differential equations,10002950
1514,10010293,Machine learning approaches,10010317,Partially-observable Markov decision processes,10010147
1103,10010860,Interaction design process and methods,10010911,Participatory design,10003120
1859,10010697,Physical design (EDA),10010700,Partitioning and floorplanning,10010583
1206,10003463,Intellectual property,10003466,Patents,10003456
655,10003633,Graph theory,10003640,Paths and connectivity problems,10002950
1243,10003602,Medical information policy,10003606,Patient privacy,10003456
1325,10010031,Data structures design and analysis,10010032,Pattern matching,10003752
3294,10011024,Language features,10011036,Patterns,10011007
533,10010584,Printed circuit boards,10010587,PCB design and layout,10010583
1059,10003114,Overlay and other logical network structures,10003115,Peer-to-peer networks,10003033
1000,10003051,Application layer protocols,10003052,Peer-to-peer protocols,10003033
921,10003365,Search engine architectures and scalability,10003369,Peer-to-peer retrieval,10002951
967,10011634,Vulnerability management,10011633,Penetration testing,10002978
320,10010927,User characteristics,10003616,People with disabilities,10003456
1569,10010387,Graphics systems and interfaces,10010393,Perception,10010147
2900,10010307,Learning linear models,10010308,Perceptron algorithm,10010147
98,10011123,Cross-computing tools and techniques,10011674,Performance,10002944
481,10010469,Arts and humanities,10010471,Performing arts,10010405
645,10003625,Combinatorics,10003627,Permutations and combinations,10002950
492,10010476,Computers in other domains,10011187,Personal computers and PC applications,10010405
1140,10003141,Ubiquitous and mobile devices,10010900,Personal digital assistants,10003120
1241,10003602,Medical information policy,10003604,Personal health records,10003456
3242,10010980,Software system models,10010981,Petri nets,10011007
2202,10003158,Storage class memory,10003453,Phase change memory,10002951
404,10010178,Artificial intelligence,10010216,Philosophical/theoretical foundations of artificial intelligence,10010147
1454,10010179,Natural language processing,10010185,Phonology / morphology,10010147
1781,10010602,Interconnect,10010605,Photonic and optical interconnect,10010583
744,10002953,Database design and models,10010819,Physical data models,10002951
577,10010682,Electronic design automation,10010697,Physical design (EDA),10010583
229,10003058,Network components,10003062,Physical links,10003033
58,10010405,Applied computing,10010432,Physical sciences and engineering,10010405
1553,10010352,Animation,10010379,Physical simulation,10010147
1861,10010697,Physical design (EDA),10010702,Physical synthesis,10010583
1037,10003090,Network structure,10003092,Physical topologies,10003033
581,10010717,Hardware validation,10010728,Physical verification,10010583
456,10010432,Physical sciences and engineering,10010441,Physics,10010405
1711,10010522,Serial architectures,10010526,Pipeline computing,10010520
1860,10010697,Physical design (EDA),10010701,Placement,10010583
401,10010178,Artificial intelligence,10010199,Planning and scheduling,10010147
1468,10010199,Planning and scheduling,10010200,Planning for deterministic actions,10010147
1469,10010199,Planning and scheduling,10010201,Planning under uncertainty,10010147
1471,10010199,Planning and scheduling,10010203,Planning with abstraction and generalization,10010147
604,10010786,Emerging technologies,10010812,Plasmonics,10010583
1844,10010674,Power estimation and optimization,10011723,Platform power issues,10010583
1813,10010645,Design reuse and communication-based design,10010648,Platform-based design,10010583
2143,10003450,Data access methods,10010829,Point lookups,10002951
1576,10010396,Shape modeling,10010400,Point-based models,10010147
1093,10003128,Interaction techniques,10011754,Pointing,10003120
1087,10003125,Interaction devices,10010873,Pointing devices,10003120
800,10003166,Storage replication,10003171,Point-in-time copies,10002951
737,10003742,Topology,10003743,Point-set topology,10002950
2435,10011643,Network topology types,10011644,Point-to-point networks,10003033
2920,10010327,Dynamic programming for Markov decision processes,10010330,Policy iteration,10010147
1218,10003480,Censorship,10003483,Political speech,10003456
3284,10011024,Language features,10011025,Polymorphism,10011007
1645,10010935,Genetics,10010094,Population genetics,10010405
1216,10003480,Censorship,10003481,Pornography,10003456
1139,10003141,Ubiquitous and mobile devices,10010899,Portable media players,10003120
582,10010717,Hardware validation,10010733,Post-manufacture validation and debug,10010583
75,10010583,Hardware,10010662,Power and energy,10010583
1883,10010728,Physical verification,10010731,Power and thermal analysis,10010583
1836,10010668,Energy distribution,10010670,Power conversion,10010583
572,10010662,Power and energy,10010674,Power estimation and optimization,10010583
1862,10010697,Physical design (EDA),10010703,Power grid design,10010583
3665,10010957,Process management,10010964,Power management,10011007
1837,10010668,Energy distribution,10010671,Power networks,10010583
1418,10010138,Program reasoning,10010141,Pre- and post-conditions,10003752
1351,10011254,Algorithm design techniques,10011259,Preconditioning,10003752
1327,10010031,Data structures design and analysis,10010034,Predecessor queries,10003752
1969,10011041,Compilers,10011049,Preprocessors,10011007
917,10003359,Evaluation of retrieval results,10011699,Presentation of retrieval results,10002951
223,10003039,Network protocols,10003050,Presentation protocols,10003033
2541,10003498,Implementation management,10003502,Pricing and resource allocation,10003456
2903,10010309,Factorization methods,10010312,Principal component analysis,10010147
71,10010583,Hardware,10010584,Printed circuit boards,10010583
540,10010588,"Communication hardware, interfaces and storage",10010594,Printers,10010583
308,10003462,Computing / technology policy,10003477,Privacy policies,10003456
213,10003029,Human and societal aspects of security and privacy,10011150,Privacy protections,10002978
178,10002991,Security services,10002995,Privacy-preserving protocols,10002978
106,10003648,Probability and statistics,10003671,Probabilistic algorithms,10002950
325,10003753,Models of computation,10003757,Probabilistic computation,10003752
104,10003648,Probability and statistics,10003662,Probabilistic inference problems,10002950
1459,10010187,Knowledge representation and reasoning,10010190,Probabilistic reasoning,10010147
105,10003648,Probability and statistics,10003670,Probabilistic reasoning algorithms,10002950
103,10003648,Probability and statistics,10003649,Probabilistic representations,10002950
895,10003338,Retrieval models and ranking,10003340,Probabilistic retrieval models,10002951
3,10002950,Mathematics of computing,10003648,Probability and statistics,10002950
339,10003777,Computational complexity and cryptography,10003779,"Problems, reductions and completeness",10003752
1552,10010352,Animation,10010378,Procedural animation,10010147
3293,10011024,Language features,10011035,"Procedures, functions and subroutines",10011007
1269,10003761,Concurrency,10003764,Process calculi,10003752
144,10003227,Information systems applications,10003246,Process control systems,10002951
3225,10010949,Operating systems,10010957,Process management,10011007
3666,10010957,Process management,10011678,Process synchronization,10011007
2014,10011099,Software verification and validation,10011105,Process validation,10011007
1905,10010758,Design for manufacturability,10010759,Process variations,10010583
1911,10010762,Hardware reliability,10010766,"Process, voltage and temperature variations",10010583
528,10010575,Dependable and fault-tolerant systems and networks,10010580,Processors and memory architectures,10010520
37,10003456,Social and professional topics,10003457,Professional topics,10003456
1420,10010138,Program reasoning,10010143,Program analysis,10003752
391,10010124,Semantics and reasoning,10010125,Program constructs,10003752
393,10010124,Semantics and reasoning,10010138,Program reasoning,10003752
1408,10010125,Program constructs,10010129,Program schemes,10003752
392,10010124,Semantics and reasoning,10010131,Program semantics,10003752
1417,10010138,Program reasoning,10010140,Program specifications,10003752
1419,10010138,Program reasoning,10010142,Program verification,10003752
1798,10010628,Reconfigurable logic and FPGAs,10010632,Programmable interconnect,10010583
1797,10010628,Reconfigurable logic and FPGAs,10010631,Programmable logic elements,10010583
253,10003099,Network services,10003102,Programmable networks,10003033
1980,10011050,Context specific languages,10011056,Programming by example,10011007
216,10003034,Network architectures,10003038,Programming interfaces,10003033
361,10003790,Logic,10003806,Programming logic,10003752
2025,10011134,Collaboration in software development,10011135,Programming teams,10011007
1168,10003490,Management of computing and information systems,10003491,Project and people management,10003456
2533,10003491,Project and people management,10003492,Project management techniques,10003456
2534,10003491,Project and people management,10003493,Project staffing,10003456
345,10003777,Computational complexity and cryptography,10003785,Proof complexity,10003752
351,10003790,Logic,10003792,Proof theory,10003752
1646,10010935,Genetics,10010451,Proteomics,10010405
218,10003039,Network protocols,10003041,Protocol correctness,10003033
992,10003041,Protocol correctness,10003042,Protocol testing and verification,10003033
2145,10003450,Data access methods,10010831,Proximity search,10002951
177,10002991,Security services,10002994,"Pseudonymity, anonymity and untraceability",10002978
378,10010061,"Randomness, geometry and discrete structures",10010062,Pseudorandomness and derandomization,10003752
471,10010455,"Law, social and behavioral sciences",10010459,Psychology,10010405
267,10003106,Network types,10010924,Public Internet,10003033
166,10002979,Cryptography,10002981,Public key (asymmetric) techniques,10002978
931,10002981,Public key (asymmetric) techniques,10011745,Public key encryption,10002978
487,10010476,Computers in other domains,10010477,Publishing,10010405
3235,10010972,Software architectures,10010975,Publish-subscribe / event-based architectures,10011007
2919,10010327,Dynamic programming for Markov decision processes,10010329,Q-learning,10010147
123,10003714,Mathematical analysis,10003740,Quadrature,10002950
2546,10003507,System management,10003510,Quality assurance,10003456
1384,10010099,Algorithmic game theory and mechanism design,10010104,Quality of equilibria,10003752
2062,10003667,Density estimation,10003668,Quantile regression,10002950
1278,10003773,Automata extensions,10003775,Quantitative automata,10003752
3216,10011726,Quantum computation,10011727,Quantum communication and cryptography,10010583
1262,10003758,Quantum computation theory,10010624,Quantum communication complexity,10003752
1935,10010813,Quantum technologies,10011726,Quantum computation,10010583
326,10003753,Models of computation,10003758,Quantum computation theory,10003752
1733,10010542,Other architectures,10010550,Quantum computing,10010520
1936,10010813,Quantum technologies,10011729,Quantum dots and cellular automata,10010583
3217,10011726,Quantum computation,10011728,Quantum error correction and fault tolerance,10010583
1264,10003758,Quantum computation theory,10010626,Quantum information theory,10003752
1530,10010349,Simulation types and techniques,10010350,Quantum mechanic simulation,10010147
1263,10003758,Quantum computation theory,10010625,Quantum query complexity,10003752
605,10010786,Emerging technologies,10010813,Quantum technologies,10010583
886,10003325,Information retrieval query processing,10003327,Query intent,10002951
130,10002952,Data management systems,10003197,Query languages,10002951
762,10003197,Query languages,10010825,Query languages for non-relational engines,10002951
1372,10010071,Machine learning theory,10010084,Query learning,10003752
887,10003325,Information retrieval query processing,10003328,Query log analysis,10002951
2151,10003192,Database query processing,10003398,Query operators,10002951
2150,10003192,Database query processing,10003210,Query optimization,10002951
2152,10003192,Database query processing,10003425,Query planning,10002951
889,10003325,Information retrieval query processing,10003330,Query reformulation,10002951
885,10003325,Information retrieval query processing,10003326,Query representation,10002951
888,10003325,Information retrieval query processing,10003329,Query suggestion,10002951
903,10003347,Retrieval tasks and goals,10003348,Question answering,10002951
689,10003688,Statistical paradigms,10003689,Queueing theory,10002950
316,10010927,User characteristics,10003611,Race and ethnicity,10003456
1805,10010634,Analog and mixed-signal circuits,10010638,Radio frequency and wireless circuits,10010583
1782,10010602,Interconnect,10010606,Radio frequency and wireless interconnect,10010583
799,10003166,Storage replication,10003168,RAID,10002951
653,10003633,Graph theory,10003638,Random graphs,10002950
385,10010061,"Randomness, geometry and discrete structures",10010069,Random network models,10003752
687,10003670,Probabilistic reasoning algorithms,10003687,Random number generation,10002950
1338,10010055,"Streaming, sublinear and near linear time algorithms",10010059,Random order and robust communication complexity,10003752
384,10010061,"Randomness, geometry and discrete structures",10010068,Random projections and metric embeddings,10003752
386,10010061,"Randomness, geometry and discrete structures",10011795,Random search heuristics,10003752
381,10010061,"Randomness, geometry and discrete structures",10010065,Random walks and Markov chains,10003752
1476,10010205,Search methodologies,10010209,Randomized search,10010147
45,10003752,Theory of computation,10010061,"Randomness, geometry and discrete structures",10003752
894,10003338,Retrieval models and ranking,10003339,Rank aggregation,10002951
2860,10010259,Supervised learning,10003268,Ranking,10010147
3338,10011082,Software development methods,10010878,Rapid application development,10011007
1532,10010349,Simulation types and techniques,10010353,Rare-event simulation,10010147
1556,10010372,Rendering,10010373,Rasterization,10010147
1557,10010372,Rendering,10010374,Ray tracing,10010147
1786,10010607,Semiconductor memory,10010611,Read-only memory,10010583
522,10010570,Real-time systems,10010572,Real-time languages,10010520
521,10010570,Real-time systems,10010571,Real-time operating systems,10010520
3257,10010993,Correctness,10010995,Real-time schedulability,10011007
1538,10010349,Simulation types and techniques,10010359,Real-time simulation,10010147
524,10010570,Real-time systems,10010574,Real-time system architecture,10010520
523,10010570,Real-time systems,10010573,Real-time system specification,10010520
69,10010520,Computer systems organization,10010570,Real-time systems,10010520
1947,10010971,Software system structures,10011679,Real-time systems software,10011007
1467,10010187,Knowledge representation and reasoning,10010198,Reasoning about belief and knowledge,10010147
1629,10010087,Computational biology,10010088,Recognition of genes and regulatory elements,10010405
905,10003347,Retrieval tasks and goals,10003350,Recommender systems,10002951
1727,10010542,Other architectures,10010543,Reconfigurable computing,10010520
554,10010600,Integrated circuits,10010628,Reconfigurable logic and FPGAs,10010583
1799,10010628,Reconfigurable logic and FPGAs,10011716,Reconfigurable logic applications,10010583
2858,10010245,Computer vision problems,10010254,Reconstruction,10010147
2148,10003451,Data layout,10003189,Record and block layout,10002951
751,10003190,Database management system engines,10003194,Record and buffer management,10002951
796,10003161,Record storage systems,10003165,Record layout alternatives,10002951
793,10003161,Record storage systems,10003162,Record storage alternatives,10002951
135,10003152,Information storage systems,10003161,Record storage systems,10002951
3291,10011024,Language features,10011033,Recursion,10011007
1259,10003754,Computability,10003756,Recursive functions,10003752
1708,10010522,Serial architectures,10010523,Reduced instruction set computing,10010520
1194,10003567,Computing and business,10003573,Reengineering,10003456
444,10010406,Enterprise computing,10010427,Reference models,10010405
85,10011122,Document types,10002946,Reference works,10002944
1559,10010372,Rendering,10010376,Reflectance modeling,10010147
3648,10010944,Middleware,10010946,Reflective middleware,10011007
691,10003688,Statistical paradigms,10003691,Regression analysis,10002950
1378,10010071,Machine learning theory,10011194,Regret bounds,10003752
337,10003766,Formal languages and automata theory,10003776,Regular languages,10003752
1522,10010321,Machine learning algorithms,10010337,Regularization,10010147
741,10002953,Database design and models,10002955,Relational database model,10002951
760,10003197,Query languages,10010822,Relational database query languages,10002951
2160,10003195,Parallel and distributed DBMSs,10010838,Relational parallel and distributed DBMSs,10002951
797,10003161,Record storage systems,10003434,Relational storage,10002951
914,10003359,Evaluation of retrieval results,10003361,Relevance assessment,10002951
317,10010927,User characteristics,10003612,Religious orientation,10003456
2627,10003608,Medical technologies,10003609,Remote medicine,10003456
801,10003166,Storage replication,10003172,Remote replication,10002951
418,10010371,Computer graphics,10010372,Rendering,10010147
1833,10010663,Energy generation and storage,10010666,Renewable energy,10010583
694,10003688,Statistical paradigms,10003695,Renewal theory,10002950
1007,10003062,Physical links,10011659,Repeaters,10003033
1440,10010164,Representation of mathematical objects,10010167,Representation of Boolean functions,10010147
1438,10010164,Representation of mathematical objects,10010165,Representation of exact numbers,10010147
1439,10010164,Representation of mathematical objects,10010166,Representation of mathematical functions,10010147
396,10010148,Symbolic and algebraic manipulation,10010164,Representation of mathematical objects,10010147
1441,10010164,Representation of mathematical objects,10010168,Representation of polynomials,10010147
1388,10010099,Algorithmic game theory and mechanism design,10010108,Representations of games and their complexity,10003752
1998,10011075,Designing software,10011076,Requirements analysis,10011007
686,10003670,Probabilistic reasoning algorithms,10003684,Resampling methods,10002950
1848,10010684,High-level and register-transfer level synthesis,10010687,Resource binding and sharing,10010583
2317,10003315,Semantic web description languages,10003314,Resource Description Framework (RDF),10002951
871,10003304,Web services,10003306,RESTful web services,10002951
1963,10011041,Compilers,10011043,Retargetable compilers,10011007
915,10003359,Evaluation of retrieval results,10003362,Retrieval effectiveness,10002951
916,10003359,Evaluation of retrieval results,10003363,Retrieval efficiency,10002951
160,10003317,Information retrieval,10003338,Retrieval models and ranking,10002951
922,10003365,Search engine architectures and scalability,10003370,Retrieval on mobile devices,10002951
161,10003317,Information retrieval,10003347,Retrieval tasks and goals,10002951
2007,10011092,Software development techniques,10011096,Reusability,10011007
1834,10010663,Energy generation and storage,10010667,Reusable energy storage,10010583
603,10010786,Emerging technologies,10010811,Reversible logic,10010583
1273,10003767,Formalisms,10003769,Rewrite systems,10003752
2438,10011643,Network topology types,10011647,Ring networks,10003033
2003,10011081,Software development process management,10011091,Risk management,10011007
1740,10010554,Robotics,10010557,Robotic autonomy,10010520
1738,10010554,Robotics,10010555,Robotic components,10010520
1739,10010554,Robotics,10010556,Robotic control,10010520
517,10010553,Embedded and cyber-physical systems,10010554,Robotics,10010520
2079,10003691,Regression analysis,10003692,Robust regression,10002950
79,10010583,Hardware,10010750,Robustness,10010583
1317,10003636,Approximation algorithms analysis,10003813,Rounding techniques,10003752
1005,10003059,Intermediate nodes,10003060,Routers,10003033
1315,10003636,Approximation algorithms analysis,10003811,Routing and network design problems,10003752
995,10003045,Network layer protocols,10003046,Routing protocols,10003033
1511,10010293,Machine learning approaches,10010314,Rule learning,10010147
1968,10011041,Compilers,10011048,Runtime environments,10011007
595,10010750,Robustness,10010769,Safety critical systems,10010583
1362,10010071,Machine learning theory,10010072,Sample complexity and generalization bounds,10003752
545,10010588,"Communication hardware, interfaces and storage",10011667,Scanners,10010583
1102,10010860,Interaction design process and methods,10010883,Scenario-based design,10003120
2838,10010225,Computer vision tasks,10011295,Scene anomaly detection,10010147
2832,10010225,Computer vision tasks,10010227,Scene understanding,10010147
3658,10010957,Process management,10010688,Scheduling,10011007
1972,10011050,Context specific languages,10010517,Scripting languages,10011007
163,10003317,Information retrieval,10003365,Search engine architectures and scalability,10002951
918,10003365,Search engine architectures and scalability,10003366,Search engine indexing,10002951
919,10003365,Search engine architectures and scalability,10003367,Search index compression,10002951
892,10003331,Users and interactive retrieval,10003336,Search interfaces,10002951
402,10010178,Artificial intelligence,10010205,Search methodologies,10010147
2288,10003279,Data extraction and integration,10010848,Search results deduplication,10002951
1479,10010205,Search methodologies,10010212,Search with partial observations,10010147
626,10011074,Software creation and management,10011784,Search-based software engineering,10011007
925,10003365,Search engine architectures and scalability,10011700,Searching with auxiliary databases,10002951
1212,10003463,Intellectual property,10003473,Secondary liability,10003456
3657,10010950,Memory management,10010956,Secondary storage,10011007
529,10010575,Dependable and fault-tolerant systems and networks,10010581,Secondary storage organization,10010520
17,10002978,Security and privacy,10003001,Security in hardware,10002978
172,10002986,Formal methods and theory of security,10002988,Security requirements,10002978
15,10002978,Security and privacy,10002991,Security services,10002978
1903,10010751,Fault tolerance,10010756,Self-checking mechanisms,10010583
1731,10010542,Other architectures,10010548,Self-organizing autonomic computing,10010520
1457,10010187,Knowledge representation and reasoning,10010188,Semantic networks,10010147
875,10003309,Web data description languages,10003315,Semantic web description languages,10002951
1960,10011039,Formal language definitions,10011311,Semantics,10011007
47,10003752,Theory of computation,10010124,Semantics and reasoning,10003752
551,10010600,Integrated circuits,10010607,Semiconductor memory,10010583
1876,10010721,Functional verification,10010724,Semi-formal verification,10010583
2134,10010820,Data model extensions,10002958,Semi-structured data,10002951
1376,10010071,Machine learning theory,10010289,Semi-supervised learning,10003752
1503,10010282,Learning settings,10011305,Semi-supervised learning settings,10010147
1255,10010930,Age,10010932,Seniors,10003456
541,10010588,"Communication hardware, interfaces and storage",10010595,Sensor applications and deployments,10010583
542,10010588,"Communication hardware, interfaces and storage",10010596,Sensor devices and platforms,10010583
907,10003347,Retrieval tasks and goals,10003353,Sentiment analysis,10002951
366,10003790,Logic,10011742,Separation logic,10003752
1633,10010087,Computational biology,10010092,Sequencing and genotyping technologies,10010405
1794,10010615,Logic circuits,10010621,Sequential circuits,10010583
684,10003670,Probabilistic reasoning algorithms,10003682,Sequential Monte Carlo methods,10002950
1853,10010690,Logic synthesis,10010693,Sequential synthesis,10010583
512,10010521,Architectures,10010522,Serial architectures,10010520
784,10003400,Middleware for databases,10003409,Service buses,10002951
874,10003304,Web services,10010849,Service discovery and interfaces,10002951
438,10010406,Enterprise computing,10010421,Service-oriented architectures,10010405
222,10003039,Network protocols,10003049,Session protocols,10003033
319,10010927,User characteristics,10003614,Sexual orientation,10003456
1578,10010396,Shape modeling,10010402,Shape analysis,10010147
2853,10010245,Computer vision problems,10010249,Shape inference,10010147
422,10010371,Computer graphics,10010396,Shape modeling,10010147
2847,10010240,Computer vision representations,10010242,Shape representations,10010147
1311,10003635,Graph algorithms analysis,10010037,Shortest paths,10003752
1031,10003084,Network range,10003085,Short-range networks,10003033
957,10010777,Hardware attacks and countermeasures,10011702,Side-channel analysis and countermeasures,10002978
1912,10010762,Hardware reliability,10010767,Signal integrity and noise analysis,10010583
534,10010588,"Communication hardware, interfaces and storage",10003247,Signal processing systems,10010583
996,10003045,Network layer protocols,10003047,Signaling protocols,10003033
897,10003338,Retrieval models and ranking,10003342,Similarity measures,10002951
870,10003304,Web services,10003305,Simple Object Access Protocol (SOAP),10002951
1877,10010721,Functional verification,10010725,Simulation and emulation,10010583
1545,10010349,Simulation types and techniques,10011310,Simulation by animation,10010147
1547,10010366,Simulation support systems,10010367,Simulation environments,10010147
416,10010341,Modeling and simulation,10010370,Simulation evaluation,10010147
1548,10010366,Simulation support systems,10010368,Simulation languages,10010147
415,10010341,Modeling and simulation,10010366,Simulation support systems,10010147
413,10010341,Modeling and simulation,10010346,Simulation theory,10010147
1549,10010366,Simulation support systems,10010369,Simulation tools,10010147
414,10010341,Modeling and simulation,10010349,Simulation types and techniques,10010147
3237,10010972,Software architectures,10010978,Simulator / interpreter,10011007
1933,10010813,Quantum technologies,10010815,Single electron devices,10010583
1718,10010528,Parallel architectures,10010534,"Single instruction, multiple data",10010520
859,10003277,Web mining,10003278,Site wrapping,10002951
1336,10010055,"Streaming, sublinear and near linear time algorithms",10010057,Sketching and sampling,10003752
2213,10003164,Block / page strategies,10003419,Slotted pages,10002951
1838,10010668,Energy distribution,10010672,Smart grid,10010583
1135,10003141,Ubiquitous and mobile devices,10010895,Smartphones,10003120
858,10003272,Online advertising,10003276,Social advertising,10002951
212,10003029,Human and societal aspects of security and privacy,10003032,Social aspects of security and privacy,10002978
1109,10003131,"Collaborative and social computing theory, concepts and paradigms",10003234,Social content sharing,10003120
1116,10003131,"Collaborative and social computing theory, concepts and paradigms",10003579,Social engineering (social sciences),10003120
1118,10003131,"Collaborative and social computing theory, concepts and paradigms",10011761,Social media,10003120
1061,10003114,Overlay and other logical network structures,10003118,Social media networks,10003033
1117,10003131,"Collaborative and social computing theory, concepts and paradigms",10010910,Social navigation,10003120
1119,10003134,Collaborative and social computing design and evaluation methods,10003293,Social network analysis,10003120
208,10003022,Software and application security,10003027,Social network security and privacy,10002978
473,10010455,"Law, social and behavioral sciences",10010461,Sociology,10010405
1195,10003567,Computing and business,10010990,Socio-technical systems,10003456
1213,10003463,Intellectual property,10010646,Soft intellectual property,10003456
21,10002978,Security and privacy,10003022,Software and application security,10002978
1943,10010971,Software system structures,10010972,Software architectures,10011007
1992,10011066,Development frameworks and environments,10011068,Software as a service orchestration system,10011007
617,10011006,Software notations and tools,10011071,Software configuration management and version control systems,10011007
83,10011007,Software and its engineering,10011074,Software creation and management,10011007
2012,10011099,Software verification and validation,10011102,Software defect analysis,10011007
1999,10011075,Designing software,10011077,Software design engineering,10011007
3337,10011079,Software implementation planning,10011080,Software design techniques,10011007
2000,10011075,Designing software,10011078,Software design tradeoffs,10011007
2002,10011081,Software development process management,10011082,Software development methods,10011007
621,10011074,Software creation and management,10011081,Software development process management,10011007
622,10011074,Software creation and management,10011092,Software development techniques,10011007
2564,10003531,Computing education programs,10003751,Software engineering education,10003456
2020,10011111,Software post-development issues,10011113,Software evolution,10011007
1954,10011003,Extra-functional properties,10011005,Software fault tolerance,10011007
609,10010940,Software organization and properties,10010992,Software functional properties,10011007
