parent_name,child_name,group,type
Compilers,Source code generation,10011007_2,train
Compilers,Runtime environments,10011007_2,train
Compilers,Preprocessors,10011007_2,train
Compilers,Parsers,10011007_2,train
Software notations and tools,Context specific languages,10011007_2,train
Context specific languages,Markup languages,10011007_2,train
Context specific languages,Scripting languages,10011007_2,train
Context specific languages,Domain specific languages,10011007_2,train
Context specific languages,Specialized application languages,10011007_2,train
Context specific languages,API languages,10011007_2,train
Context specific languages,Graphical user interface languages,10011007_2,train
Context specific languages,Window managers,10011007_2,train
Context specific languages,Command and control languages,10011007_2,train
Context specific languages,Macro languages,10011007_2,train
Context specific languages,Programming by example,10011007_2,train
Context specific languages,State based definitions,10011007_2,train
Context specific languages,Visual languages,10011007_2,train
Context specific languages,Interface definition languages,10011007_2,train
Software notations and tools,System description languages,10011007_2,train
System description languages,Design languages,10011007_2,train
System description languages,Unified Modeling Language (UML),10011007_2,train
System description languages,Architecture description languages,10011007_2,train
System description languages,System modeling languages,10011007_2,train
System description languages,Orchestration languages,10011007_2,train
System description languages,Integration frameworks,10011007_2,train
System description languages,Specification languages,10011007_2,train
Software notations and tools,Development frameworks and environments,10011007_2,train
Development frameworks and environments,Object oriented frameworks,10011007_2,train
Development frameworks and environments,Software as a service orchestration system,10011007_2,train
Development frameworks and environments,Integrated and visual development environments,10011007_2,train
Development frameworks and environments,Application specific development environments,10011007_2,train
Software notations and tools,Software configuration management and version control systems,10011007_2,train
Software notations and tools,Software libraries and repositories,10011007_2,train
Software notations and tools,Software maintenance tools,10011007_2,train
Software creation and management,Designing software,10011007_3,val
Designing software,Requirements analysis,10011007_3,val
Designing software,Software design engineering,10011007_3,val
Designing software,Software design tradeoffs,10011007_3,val
Designing software,Software implementation planning,10011007_3,val
Software implementation planning,Software design techniques,10011007_3,val
Software creation and management,Software development process management,10011007_3,val
Software development process management,Software development methods,10011007_3,val
Software development methods,Rapid application development,10011007_3,val
Software development methods,Agile software development,10011007_3,val
Software development methods,Capability Maturity Model,10011007_3,val
Software development methods,Waterfall model,10011007_3,val
Software development methods,Spiral model,10011007_3,val
Software development methods,V-model,10011007_3,val
Software development methods,Design patterns,10011007_3,val
Software development process management,Risk management,10011007_3,val
Software creation and management,Software development techniques,10011007_3,val
Software development techniques,Software prototyping,10011007_3,val
Software development techniques,Object oriented development,10011007_3,val
Software development techniques,Flowcharts,10011007_3,val
Software development techniques,Reusability,10011007_3,val
Reusability,Software product lines,10011007_3,val
Software development techniques,Error handling and recovery,10011007_3,val
Software development techniques,Automatic programming,10011007_3,val
Automatic programming,Genetic programming,10011007_3,val
Software creation and management,Software verification and validation,10011007_3,val
Software verification and validation,Operational analysis,10011007_3,val
Software verification and validation,Software defect analysis,10011007_3,val
Software defect analysis,Software testing and debugging,10011007_3,val
Software verification and validation,Fault tree analysis,10011007_3,val
Software verification and validation,Process validation,10011007_3,val
Process validation,Walkthroughs,10011007_3,val
Process validation,Pair programming,10011007_3,val
Process validation,Use cases,10011007_3,val
Process validation,Acceptance testing,10011007_3,val
Process validation,Traceability,10011007_3,val
Software verification and validation,Formal software verification,10011007_3,val
Software verification and validation,Empirical software validation,10011007_3,val
Software creation and management,Software post-development issues,10011007_3,val
Software post-development issues,Software reverse engineering,10011007_3,val
Software post-development issues,Documentation,10011007_3,val
Software post-development issues,Backup procedures,10011007_3,val
Software post-development issues,Software evolution,10011007_3,val
Software post-development issues,Software version control,10011007_3,val
Software post-development issues,Maintaining software,10011007_3,val
Software post-development issues,System administration,10011007_3,val
Software creation and management,Collaboration in software development,10011007_3,val
Collaboration in software development,Open source model,10011007_3,val
Collaboration in software development,Programming teams,10011007_3,val
Software creation and management,Search-based software engineering,10011007_3,val
Mathematical optimization,Discrete optimization,10002950_4,train
Discrete optimization,Network optimization,10002950_4,train
Discrete optimization,Optimization with randomized search heuristics,10002950_4,train
Optimization with randomized search heuristics,Simulated annealing,10002950_4,train
Optimization with randomized search heuristics,Evolutionary algorithms,10002950_4,train
Optimization with randomized search heuristics,Tabu search,10002950_4,train
Optimization with randomized search heuristics,Randomized local search,10002950_4,train
Mathematical optimization,Continuous optimization,10002950_4,train
Continuous optimization,Linear programming,10002950_4,train
Continuous optimization,Semidefinite programming,10002950_4,train
Continuous optimization,Convex optimization,10002950_4,train
Continuous optimization,Quasiconvex programming and unimodality,10002950_4,train
Continuous optimization,Stochastic control and optimization,10002950_4,train
Continuous optimization,Quadratic programming,10002950_4,train
Continuous optimization,Nonconvex optimization,10002950_4,train
Continuous optimization,Bio-inspired optimization,10002950_4,train
Mathematical optimization,Mixed discrete-continuous optimization,10002950_4,train
Mixed discrete-continuous optimization,Submodular optimization and polymatroids,10002950_4,train
Mixed discrete-continuous optimization,Integer programming,10002950_4,train
Mathematical optimization,Non-parametric optimization,10002950_4,train
Non-parametric optimization,Genetic programming,10002950_4,train
Non-parametric optimization,Developmental representations,10002950_4,train
Calculus,Lambda calculus,10002950_4,train
Calculus,Differential calculus,10002950_4,train
Calculus,Integral calculus,10002950_4,train
Calculus,Lambda calculus,10002950_5,test
Calculus,Differential calculus,10002950_5,test
Calculus,Integral calculus,10002950_5,test
Electronic commerce,Digital cash,10002951_4,train
Electronic commerce,E-commerce infrastructure,10002951_4,train
Electronic commerce,Electronic data interchange,10002951_4,train
Electronic commerce,Electronic funds transfer,10002951_4,train
Electronic commerce,Online shopping,10002951_4,train
Electronic commerce,Online banking,10002951_4,train
Electronic commerce,Secure online transactions,10002951_4,train
Electronic commerce,Online auctions,10002951_4,train
Markup languages,Extensible Markup Language (XML),10002951_4,train
Markup languages,Hypertext languages,10002951_4,train
Social engineering attacks,Spoofing attacks,10002978_4,train
Social engineering attacks,Phishing,10002978_4,train
Network security,Security protocols,10003033_6,train
Network security,Web protocol security,10003033_6,train
Network security,Mobile and wireless security,10003033_6,train
Network security,Denial-of-service attacks,10003033_6,train
Network security,Firewalls,10003033_6,train
Collaborative and social computing systems and tools,Blogs,10003120_3,test
Collaborative and social computing systems and tools,Wikis,10003120_3,test
Collaborative and social computing systems and tools,Reputation systems,10003120_3,test
Collaborative and social computing systems and tools,Open source software,10003120_3,test
Collaborative and social computing systems and tools,Social networking sites,10003120_3,test
Collaborative and social computing systems and tools,Social tagging systems,10003120_3,test
Collaborative and social computing systems and tools,Synchronous editors,10003120_3,test
Collaborative and social computing systems and tools,Asynchronous editors,10003120_3,test
Kernel methods,Support vector machines,10003752_7,train
Kernel methods,Gaussian processes,10003752_7,train
Reinforcement learning,Sequential decision making,10003752_7,train
Reinforcement learning,Inverse reinforcement learning,10003752_7,train
Reinforcement learning,Apprenticeship learning,10003752_7,train
Reinforcement learning,Multi-agent reinforcement learning,10003752_7,train
Reinforcement learning,Adversarial learning,10003752_7,train
Parallel algorithms,MapReduce algorithms,10010147_2,val
Parallel algorithms,Self-organization,10010147_2,val
Parallel algorithms,Shared memory algorithms,10010147_2,val
Parallel algorithms,Vector / streaming algorithms,10010147_2,val
Parallel algorithms,Massively parallel algorithms,10010147_2,val
Enterprise information systems,Intranets,10010405_2,val
Enterprise information systems,Extranets,10010405_2,val
Enterprise information systems,Enterprise resource planning,10010405_2,val
Enterprise information systems,Enterprise applications,10010405_2,val
Enterprise information systems,Data centers,10010405_2,val
Markup languages,Extensible Markup Language (XML),10010405_11,train
Markup languages,Hypertext languages,10010405_11,train
