,parent_x,child_x,group_x,compare,parent_y,child_y,group_y
3050,clock_time,closing_time,730,clock_timeclosing_time730,,,
3051,clock_time,none,730,clock_timenone730,,,
3052,clock_time,lights-out,730,clock_timelights-out730,,,
3053,clock_time,late-night_hour,730,clock_timelate-night_hour730,,,
3054,clock_time,dawn,730,clock_timedawn730,,,
3055,clock_time,noon,730,clock_timenoon730,,,
3056,clock_time,happy_hour,730,clock_timehappy_hour730,,,
3057,clock_time,terce,730,clock_timeterce730,,,
3058,clock_time,early-morning_hour,730,clock_timeearly-morning_hour730,,,
3059,clock_time,sunset,730,clock_timesunset730,,,
3060,clock_time,twilight,730,clock_timetwilight730,,,
3061,clock_time,mealtime,730,clock_timemealtime730,,,
3062,clock_time,compline,730,clock_timecompline730,,,
3063,clock_time,prime_time,730,clock_timeprime_time730,,,
3064,clock_time,canonical_hour,730,clock_timecanonical_hour730,,,
3065,clock_time,midnight,730,clock_timemidnight730,,,
3066,clock_time,dinnertime,730,clock_timedinnertime730,,,
3067,clock_time,nones,730,clock_timenones730,,,
3068,clock_time,spacecraft_clock_time,730,clock_timespacecraft_clock_time730,clock_time,spacecraft_clock_time,730.0
3069,clock_time,matins,730,clock_timematins730,,,
3070,clock_time,night,730,clock_timenight730,,,
3071,clock_time,prime,730,clock_timeprime730,,,
3072,clock_time,hour,730,clock_timehour730,,,
3073,clock_time,breakfast_time,730,clock_timebreakfast_time730,,,
3074,hour,zero_hour,730,hourzero_hour730,hour,zero_hour,730.0
3075,hour,bedtime,730,hourbedtime730,hour,bedtime,730.0
3076,hour,rush_hour,730,hourrush_hour730,,,
3077,hour,sext,730,hoursext730,,,
3078,hour,vespers,730,hourvespers730,,,
3079,hour,lunchtime,730,hourlunchtime730,,,
3080,hour,small_hours,730,hoursmall_hours730,hour,small_hours,730.0
3081,hour,closing_time,730,hourclosing_time730,,,
3082,hour,none,730,hournone730,,,
3083,hour,lights-out,730,hourlights-out730,hour,lights-out,730.0
3084,hour,late-night_hour,730,hourlate-night_hour730,hour,late-night_hour,730.0
3085,hour,dawn,730,hourdawn730,hour,dawn,730.0
3086,hour,noon,730,hournoon730,hour,noon,730.0
3087,hour,happy_hour,730,hourhappy_hour730,hour,happy_hour,730.0
3088,hour,terce,730,hourterce730,,,
3089,hour,early-morning_hour,730,hourearly-morning_hour730,hour,early-morning_hour,730.0
3090,hour,sunset,730,hoursunset730,hour,sunset,730.0
3091,hour,twilight,730,hourtwilight730,hour,twilight,730.0
3092,hour,mealtime,730,hourmealtime730,,,
3093,hour,compline,730,hourcompline730,,,
3094,hour,canonical_hour,730,hourcanonical_hour730,hour,canonical_hour,730.0
3095,hour,midnight,730,hourmidnight730,hour,midnight,730.0
3096,hour,dinnertime,730,hourdinnertime730,,,
3097,hour,nones,730,hournones730,,,
3098,hour,matins,730,hourmatins730,,,
3099,hour,night,730,hournight730,hour,night,730.0
3100,hour,prime,730,hourprime730,,,
3101,hour,breakfast_time,730,hourbreakfast_time730,,,
3102,bedtime,lights-out,730,bedtimelights-out730,,,
3103,canonical_hour,sext,730,canonical_hoursext730,,,
3104,canonical_hour,vespers,730,canonical_hourvespers730,,,
3105,canonical_hour,terce,730,canonical_hourterce730,,,
3106,canonical_hour,compline,730,canonical_hourcompline730,,,
3107,canonical_hour,nones,730,canonical_hournones730,,,
3108,canonical_hour,matins,730,canonical_hourmatins730,,,
3109,canonical_hour,prime,730,canonical_hourprime730,,,
3110,mealtime,lunchtime,730,mealtimelunchtime730,mealtime,lunchtime,730.0
3111,mealtime,dinnertime,730,mealtimedinnertime730,mealtime,dinnertime,730.0
3112,mealtime,breakfast_time,730,mealtimebreakfast_time730,mealtime,breakfast_time,730.0
3113,twilight,night,730,twilightnight730,,,
3114,hull,shell,731,hullshell731,,,
3115,hull,nutshell,731,hullnutshell731,,,
3116,shell,nutshell,731,shellnutshell731,shell,nutshell,731.0
3117,husk,shell,731,huskshell731,,,
3118,husk,hull,731,huskhull731,,,
3119,husk,involucre,731,huskinvolucre731,,,
3120,husk,spathe,731,huskspathe731,,,
3121,husk,epicalyx,731,huskepicalyx731,,,
3122,husk,bracteole,731,huskbracteole731,,,
3123,husk,lemma,731,husklemma731,,,
3124,husk,cornhusk,731,huskcornhusk731,husk,cornhusk,731.0
3125,husk,glume,731,huskglume731,,,
3126,husk,bract,731,huskbract731,,,
3127,husk,pod,731,huskpod731,,,
3128,husk,nutshell,731,husknutshell731,,,
3129,husk,pea_pod,731,huskpea_pod731,,,
3130,bract,involucre,731,bractinvolucre731,bract,involucre,731.0
3131,bract,spathe,731,bractspathe731,bract,spathe,731.0
3132,bract,epicalyx,731,bractepicalyx731,bract,epicalyx,731.0
3133,bract,bracteole,731,bractbracteole731,bract,bracteole,731.0
3134,bract,lemma,731,bractlemma731,bract,lemma,731.0
3135,bract,glume,731,bractglume731,bract,glume,731.0
3136,glume,lemma,731,glumelemma731,,,
3137,pod,pea_pod,731,podpea_pod731,pod,pea_pod,731.0
3138,maneuver,chandelle,732,maneuverchandelle732,maneuver,chandelle,732.0
3139,maneuver,snap_roll,732,maneuversnap_roll732,maneuver,snap_roll,732.0
3140,maneuver,clinch,732,maneuverclinch732,maneuver,clinch,732.0
3141,maneuver,outside_loop,732,maneuveroutside_loop732,maneuver,outside_loop,732.0
3142,maneuver,straight-arm,732,maneuverstraight-arm732,maneuver,straight-arm,732.0
3143,maneuver,slip,732,maneuverslip732,maneuver,slip,732.0
3144,maneuver,inside_loop,732,maneuverinside_loop732,maneuver,inside_loop,732.0
3145,maneuver,flight_maneuver,732,maneuverflight_maneuver732,maneuver,flight_maneuver,732.0
3146,maneuver,loop,732,maneuverloop732,maneuver,loop,732.0
3147,maneuver,roll,732,maneuverroll732,maneuver,roll,732.0
3148,maneuver,barrel_roll,732,maneuverbarrel_roll732,maneuver,barrel_roll,732.0
3149,maneuver,bank,732,maneuverbank732,maneuver,bank,732.0
3150,maneuver,vertical_bank,732,maneuververtical_bank732,maneuver,vertical_bank,732.0
3151,flight_maneuver,chandelle,732,flight_maneuverchandelle732,,,
3152,flight_maneuver,snap_roll,732,flight_maneuversnap_roll732,,,
3153,flight_maneuver,outside_loop,732,flight_maneuveroutside_loop732,,,
3154,flight_maneuver,slip,732,flight_maneuverslip732,,,
3155,flight_maneuver,inside_loop,732,flight_maneuverinside_loop732,,,
3156,flight_maneuver,loop,732,flight_maneuverloop732,,,
3157,flight_maneuver,roll,732,flight_maneuverroll732,,,
3158,flight_maneuver,barrel_roll,732,flight_maneuverbarrel_roll732,,,
3159,flight_maneuver,bank,732,flight_maneuverbank732,,,
3160,flight_maneuver,vertical_bank,732,flight_maneuververtical_bank732,,,
3161,roll,snap_roll,732,rollsnap_roll732,roll,snap_roll,732.0
3162,roll,barrel_roll,732,rollbarrel_roll732,roll,barrel_roll,732.0
3163,loop,outside_loop,732,loopoutside_loop732,,,
3164,loop,inside_loop,732,loopinside_loop732,,,
3165,bank,vertical_bank,732,bankvertical_bank732,bank,vertical_bank,732.0
3166,golf_club,short_iron,733,golf_clubshort_iron733,golf_club,short_iron,733.0
3167,golf_club,metal_wood,733,golf_clubmetal_wood733,golf_club,metal_wood,733.0
3168,golf_club,driving_iron,733,golf_clubdriving_iron733,golf_club,driving_iron,733.0
3169,golf_club,midiron,733,golf_clubmidiron733,golf_club,midiron,733.0
3170,golf_club,putter,733,golf_clubputter733,golf_club,putter,733.0
3171,golf_club,mashie,733,golf_clubmashie733,golf_club,mashie,733.0
3172,golf_club,mashie_niblick,733,golf_clubmashie_niblick733,golf_club,mashie_niblick,733.0
3173,golf_club,long_iron,733,golf_clublong_iron733,golf_club,long_iron,733.0
3174,golf_club,sand_wedge,733,golf_clubsand_wedge733,golf_club,sand_wedge,733.0
3175,golf_club,driver,733,golf_clubdriver733,golf_club,driver,733.0
3176,golf_club,brassie,733,golf_clubbrassie733,golf_club,brassie,733.0
3177,golf_club,wedge,733,golf_clubwedge733,golf_club,wedge,733.0
3178,golf_club,iron,733,golf_clubiron733,golf_club,iron,733.0
3179,golf_club,wood,733,golf_clubwood733,golf_club,wood,733.0
3180,golf_club,pitching_wedge,733,golf_clubpitching_wedge733,golf_club,pitching_wedge,733.0
3181,golf_club,niblick,733,golf_clubniblick733,golf_club,niblick,733.0
3182,golf_club,spoon,733,golf_clubspoon733,golf_club,spoon,733.0
3183,iron,short_iron,733,ironshort_iron733,iron,short_iron,733.0
3184,iron,driving_iron,733,irondriving_iron733,iron,driving_iron,733.0
3185,iron,midiron,733,ironmidiron733,,,
3186,iron,putter,733,ironputter733,,,
3187,iron,mashie,733,ironmashie733,,,
3188,iron,mashie_niblick,733,ironmashie_niblick733,,,
3189,iron,long_iron,733,ironlong_iron733,,,
3190,iron,sand_wedge,733,ironsand_wedge733,,,
3191,iron,wedge,733,ironwedge733,,,
3192,iron,pitching_wedge,733,ironpitching_wedge733,,,
3193,iron,niblick,733,ironniblick733,,,
3194,wood,metal_wood,733,woodmetal_wood733,wood,metal_wood,733.0
3195,wood,driver,733,wooddriver733,,,
3196,wood,brassie,733,woodbrassie733,,,
3197,wood,spoon,733,woodspoon733,,,
3198,wedge,sand_wedge,733,wedgesand_wedge733,,,
3199,wedge,pitching_wedge,733,wedgepitching_wedge733,,,
3200,temperature_change,overheating,734,temperature_changeoverheating734,temperature_change,overheating,734.0
3201,temperature_change,global_warming,734,temperature_changeglobal_warming734,temperature_change,global_warming,734.0
3202,temperature_change,freeze-drying,734,temperature_changefreeze-drying734,temperature_change,freeze-drying,734.0
3203,temperature_change,refrigeration,734,temperature_changerefrigeration734,temperature_change,refrigeration,734.0
3204,temperature_change,climate_change,734,temperature_changeclimate_change734,,,
3205,temperature_change,heating,734,temperature_changeheating734,temperature_change,heating,734.0
3206,temperature_change,convection,734,temperature_changeconvection734,temperature_change,convection,734.0
3207,temperature_change,induction_heating,734,temperature_changeinduction_heating734,temperature_change,induction_heating,734.0
3208,temperature_change,decoction_process,734,temperature_changedecoction_process734,temperature_change,decoction_process,734.0
3209,temperature_change,meltdown,734,temperature_changemeltdown734,temperature_change,meltdown,734.0
3210,temperature_change,cooling,734,temperature_changecooling734,temperature_change,cooling,734.0
3211,temperature_change,heat_dissipation,734,temperature_changeheat_dissipation734,temperature_change,heat_dissipation,734.0
3212,temperature_change,frost,734,temperature_changefrost734,temperature_change,frost,734.0
3213,temperature_change,thaw,734,temperature_changethaw734,temperature_change,thaw,734.0
3214,temperature_change,advection,734,temperature_changeadvection734,temperature_change,advection,734.0
3215,temperature_change,radiant_heating,734,temperature_changeradiant_heating734,temperature_change,radiant_heating,734.0
3216,temperature_change,boiling,734,temperature_changeboiling734,temperature_change,boiling,734.0
3217,temperature_change,freeze,734,temperature_changefreeze734,temperature_change,freeze,734.0
3218,overheating,meltdown,734,overheatingmeltdown734,,,
3219,heating,overheating,734,heatingoverheating734,heating,overheating,734.0
3220,heating,global_warming,734,heatingglobal_warming734,,,
3221,heating,induction_heating,734,heatinginduction_heating734,heating,induction_heating,734.0
3222,heating,decoction_process,734,heatingdecoction_process734,,,
3223,heating,meltdown,734,heatingmeltdown734,heating,meltdown,734.0
3224,heating,thaw,734,heatingthaw734,heating,thaw,734.0
3225,heating,radiant_heating,734,heatingradiant_heating734,heating,radiant_heating,734.0
3226,heating,boiling,734,heatingboiling734,heating,boiling,734.0
3227,cooling,freeze-drying,734,coolingfreeze-drying734,,,
3228,cooling,refrigeration,734,coolingrefrigeration734,cooling,refrigeration,734.0
3229,cooling,heat_dissipation,734,coolingheat_dissipation734,,,
3230,cooling,frost,734,coolingfrost734,,,
3231,cooling,freeze,734,coolingfreeze734,,,
3232,freeze,freeze-drying,734,freezefreeze-drying734,,,
3233,freeze,frost,734,freezefrost734,,,
3234,boiling,decoction_process,734,boilingdecoction_process734,,,
3235,gown,humeral_veil,735,gownhumeral_veil735,,,
3236,gown,cassock,735,gowncassock735,,,
3237,gown,Geneva_gown,735,gownGeneva_gown735,gown,Geneva_gown,735.0
3238,gown,pallium,735,gownpallium735,,,
3239,gown,pontifical,735,gownpontifical735,,,
3240,gown,chasuble,735,gownchasuble735,,,
3241,gown,alb,735,gownalb735,,,
3242,gown,vestment,735,gownvestment735,,,
3243,gown,soutane,735,gownsoutane735,,,
3244,gown,academic_gown,735,gownacademic_gown735,gown,academic_gown,735.0
3245,gown,surplice,735,gownsurplice735,,,
3246,vestment,humeral_veil,735,vestmenthumeral_veil735,vestment,humeral_veil,735.0
3247,vestment,cassock,735,vestmentcassock735,vestment,cassock,735.0
3248,vestment,pallium,735,vestmentpallium735,vestment,pallium,735.0
3249,vestment,pontifical,735,vestmentpontifical735,vestment,pontifical,735.0
3250,vestment,chasuble,735,vestmentchasuble735,vestment,chasuble,735.0
3251,vestment,alb,735,vestmentalb735,vestment,alb,735.0
3252,vestment,soutane,735,vestmentsoutane735,vestment,soutane,735.0
3253,vestment,surplice,735,vestmentsurplice735,vestment,surplice,735.0
3254,cassock,soutane,735,cassocksoutane735,,,
3255,academic_gown,Geneva_gown,735,academic_gownGeneva_gown735,,,
3256,passage,ostinato,736,passageostinato736,,,
3257,passage,allegretto,736,passageallegretto736,,,
3258,passage,andante,736,passageandante736,,,
3259,passage,largo,736,passagelargo736,,,
3260,passage,phrase,736,passagephrase736,,,
3261,passage,riff,736,passageriff736,,,
3262,passage,ligature,736,passageligature736,,,
3263,passage,allegro,736,passageallegro736,,,
3264,passage,transition,736,passagetransition736,,,
3265,passage,intro,736,passageintro736,,,
3266,passage,recitative,736,passagerecitative736,,,
3267,passage,adagio,736,passageadagio736,,,
3268,passage,arioso,736,passagearioso736,,,
3269,passage,plagal_cadence,736,passageplagal_cadence736,,,
3270,passage,cadence,736,passagecadence736,,,
3271,passage,impromptu,736,passageimpromptu736,,,
3272,passage,ground_bass,736,passageground_bass736,,,
3273,passage,cadenza,736,passagecadenza736,,,
3274,ostinato,riff,736,ostinatoriff736,,,
3275,ostinato,ground_bass,736,ostinatoground_bass736,,,
3276,phrase,ostinato,736,phraseostinato736,phrase,ostinato,736.0
3277,phrase,riff,736,phraseriff736,phrase,riff,736.0
3278,phrase,ligature,736,phraseligature736,phrase,ligature,736.0
3279,phrase,ground_bass,736,phraseground_bass736,phrase,ground_bass,736.0
3280,recitative,arioso,736,recitativearioso736,,,
3281,cadence,plagal_cadence,736,cadenceplagal_cadence736,cadence,plagal_cadence,736.0
3282,acrobatic_stunt,split,737,acrobatic_stuntsplit737,,,
3283,acrobatic_stunt,walkover,737,acrobatic_stuntwalkover737,,,
3284,acrobatic_stunt,somersault,737,acrobatic_stuntsomersault737,,,
3285,acrobatic_stunt,back_circle,737,acrobatic_stuntback_circle737,,,
3286,acrobatic_stunt,backbend,737,acrobatic_stuntbackbend737,,,
3287,acrobatic_stunt,tumble,737,acrobatic_stunttumble737,,,
3288,acrobatic_stunt,flip-flop,737,acrobatic_stuntflip-flop737,,,
3289,acrobatic_stunt,handspring,737,acrobatic_stunthandspring737,,,
3290,acrobatic_stunt,headstand,737,acrobatic_stuntheadstand737,,,
3291,acrobatic_stunt,cartwheel,737,acrobatic_stuntcartwheel737,,,
3292,somersault,flip-flop,737,somersaultflip-flop737,,,
3293,tumble,somersault,737,tumblesomersault737,tumble,somersault,737.0
3294,tumble,flip-flop,737,tumbleflip-flop737,,,
3295,interaction,brush,738,interactionbrush738,,,
3296,interaction,contact,738,interactioncontact738,,,
3297,interaction,relation,738,interactionrelation738,,,
3298,interaction,interplay,738,interactioninterplay738,,,
3299,interaction,placement,738,interactionplacement738,,,
3300,interaction,interchange,738,interactioninterchange738,,,
3301,interaction,reciprocity,738,interactionreciprocity738,,,
3302,interaction,eye_contact,738,interactioneye_contact738,,,
3303,interaction,dealings,738,interactiondealings738,,,
3304,interaction,cross-fertilization,738,interactioncross-fertilization738,,,
3305,contact,brush,738,contactbrush738,,,
3306,contact,placement,738,contactplacement738,,,
3307,contact,eye_contact,738,contacteye_contact738,contact,eye_contact,738.0
3308,interchange,relation,738,interchangerelation738,,,
3309,interchange,reciprocity,738,interchangereciprocity738,,,
3310,interchange,dealings,738,interchangedealings738,,,
3311,interchange,cross-fertilization,738,interchangecross-fertilization738,,,
3312,dealings,relation,738,dealingsrelation738,,,
3313,pickup,garbage_collection,739,pickupgarbage_collection739,,,
3314,collection,garbage_collection,739,collectiongarbage_collection739,collection,garbage_collection,739.0
3315,collection,haying,739,collectionhaying739,collection,haying,739.0
3316,collection,agglomeration,739,collectionagglomeration739,collection,agglomeration,739.0
3317,collection,compilation,739,collectioncompilation739,collection,compilation,739.0
3318,collection,collation,739,collectioncollation739,collection,collation,739.0
3319,collection,numismatics,739,collectionnumismatics739,collection,numismatics,739.0
3320,collection,conchology,739,collectionconchology739,collection,conchology,739.0
3321,collection,philately,739,collectionphilately739,collection,philately,739.0
3322,collection,centralization,739,collectioncentralization739,collection,centralization,739.0
3323,collection,pickup,739,collectionpickup739,collection,pickup,739.0
3324,collection,tax_collection,739,collectiontax_collection739,collection,tax_collection,739.0
3325,collection,harvest,739,collectionharvest739,collection,harvest,739.0
3326,collection,aerophilately,739,collectionaerophilately739,collection,aerophilately,739.0
3327,collection,gather,739,collectiongather739,collection,gather,739.0
3328,collection,bottle_collection,739,collectionbottle_collection739,collection,bottle_collection,739.0
3329,gather,haying,739,gatherhaying739,,,
3330,gather,centralization,739,gathercentralization739,,,
3331,gather,harvest,739,gatherharvest739,,,
3332,harvest,haying,739,harvesthaying739,,,
3333,philately,aerophilately,739,philatelyaerophilately739,,,
3334,ability,bunker_mentality,740,abilitybunker_mentality740,ability,bunker_mentality,740.0
3335,ability,defensibility,740,abilitydefensibility740,ability,defensibility,740.0
3336,ability,sea_power,740,abilitysea_power740,ability,sea_power,740.0
3337,ability,lycanthropy,740,abilitylycanthropy740,ability,lycanthropy,740.0
3338,ability,contractility,740,abilitycontractility740,ability,contractility,740.0
3339,ability,capability,740,abilitycapability740,ability,capability,740.0
3340,ability,wiggle_room,740,abilitywiggle_room740,ability,wiggle_room,740.0
3341,ability,penetration,740,abilitypenetration740,ability,penetration,740.0
3342,ability,lung-power,740,abilitylung-power740,ability,lung-power,740.0
3343,ability,voice,740,abilityvoice740,ability,voice,740.0
3344,ability,adaptability,740,abilityadaptability740,ability,adaptability,740.0
3345,ability,overkill,740,abilityoverkill740,ability,overkill,740.0
3346,ability,antenna,740,abilityantenna740,ability,antenna,740.0
3347,ability,capacity,740,abilitycapacity740,ability,capacity,740.0
3348,ability,firepower,740,abilityfirepower740,ability,firepower,740.0
3349,ability,immunocompetence,740,abilityimmunocompetence740,ability,immunocompetence,740.0
3350,ability,sensitivity,740,abilitysensitivity740,ability,sensitivity,740.0
3351,ability,envelope,740,abilityenvelope740,ability,envelope,740.0
3352,ability,operating_capability,740,abilityoperating_capability740,ability,operating_capability,740.0
3353,ability,flexibility,740,abilityflexibility740,ability,flexibility,740.0
3354,ability,interoperability,740,abilityinteroperability740,ability,interoperability,740.0
3355,ability,executability,740,abilityexecutability740,ability,executability,740.0
3356,ability,magical_ability,740,abilitymagical_ability740,ability,magical_ability,740.0
3357,ability,competence,740,abilitycompetence740,ability,competence,740.0
3358,ability,associability,740,abilityassociability740,ability,associability,740.0
3359,ability,astringency,740,abilityastringency740,ability,astringency,740.0
3360,ability,military_capability,740,abilitymilitary_capability740,ability,military_capability,740.0
3361,ability,proficiency,740,abilityproficiency740,ability,proficiency,740.0
3362,ability,physical_ability,740,abilityphysical_ability740,ability,physical_ability,740.0
3363,ability,totipotency,740,abilitytotipotency740,ability,totipotency,740.0
3364,ability,pliability,740,abilitypliability740,ability,pliability,740.0
3365,ability,fitness,740,abilityfitness740,ability,fitness,740.0
3366,ability,linguistic_competence,740,abilitylinguistic_competence740,ability,linguistic_competence,740.0
3367,ability,form,740,abilityform740,ability,form,740.0
3368,ability,Midas_touch,740,abilityMidas_touch740,ability,Midas_touch,740.0
3369,ability,perceptiveness,740,abilityperceptiveness740,ability,perceptiveness,740.0
3370,ability,defensiveness,740,abilitydefensiveness740,ability,defensiveness,740.0
3371,sensitivity,bunker_mentality,740,sensitivitybunker_mentality740,,,
3372,sensitivity,antenna,740,sensitivityantenna740,,,
3373,sensitivity,perceptiveness,740,sensitivityperceptiveness740,,,
3374,sensitivity,defensiveness,740,sensitivitydefensiveness740,,,
3375,defensiveness,bunker_mentality,740,defensivenessbunker_mentality740,,,
3376,capability,defensibility,740,capabilitydefensibility740,capability,defensibility,740.0
3377,capability,sea_power,740,capabilitysea_power740,,,
3378,capability,overkill,740,capabilityoverkill740,,,
3379,capability,capacity,740,capabilitycapacity740,capability,capacity,740.0
3380,capability,firepower,740,capabilityfirepower740,,,
3381,capability,envelope,740,capabilityenvelope740,,,
3382,capability,operating_capability,740,capabilityoperating_capability740,capability,operating_capability,740.0
3383,capability,executability,740,capabilityexecutability740,,,
3384,capability,associability,740,capabilityassociability740,,,
3385,capability,military_capability,740,capabilitymilitary_capability740,capability,military_capability,740.0
3386,military_capability,sea_power,740,military_capabilitysea_power740,,,
3387,military_capability,firepower,740,military_capabilityfirepower740,,,
3388,magical_ability,lycanthropy,740,magical_abilitylycanthropy740,,,
3389,contractility,astringency,740,contractilityastringency740,,,
3390,flexibility,wiggle_room,740,flexibilitywiggle_room740,,,
3391,adaptability,wiggle_room,740,adaptabilitywiggle_room740,,,
3392,adaptability,flexibility,740,adaptabilityflexibility740,,,
3393,adaptability,pliability,740,adaptabilitypliability740,,,
3394,voice,lung-power,740,voicelung-power740,,,
3395,physical_ability,lung-power,740,physical_abilitylung-power740,,,
3396,physical_ability,voice,740,physical_abilityvoice740,,,
3397,operating_capability,envelope,740,operating_capabilityenvelope740,,,
3398,competence,proficiency,740,competenceproficiency740,competence,proficiency,740.0
3399,competence,fitness,740,competencefitness740,,,
3400,competence,linguistic_competence,740,competencelinguistic_competence740,competence,linguistic_competence,740.0
3401,rubber,Para_rubber,741,rubberPara_rubber741,rubber,Para_rubber,741.0
3402,rubber,cold_rubber,741,rubbercold_rubber741,rubber,cold_rubber,741.0
3403,rubber,foam_rubber,741,rubberfoam_rubber741,rubber,foam_rubber,741.0
3404,rubber,crepe_rubber,741,rubbercrepe_rubber741,rubber,crepe_rubber,741.0
3405,rubber,hard_rubber,741,rubberhard_rubber741,rubber,hard_rubber,741.0
3406,exudate,Para_rubber,741,exudatePara_rubber741,exudate,Para_rubber,741.0
3407,exudate,sangapenum,741,exudatesangapenum741,exudate,sangapenum,741.0
3408,exudate,sterculia_gum,741,exudatesterculia_gum741,exudate,sterculia_gum,741.0
3409,exudate,balata,741,exudatebalata741,exudate,balata,741.0
3410,exudate,agar,741,exudateagar741,exudate,agar,741.0
3411,exudate,cold_rubber,741,exudatecold_rubber741,exudate,cold_rubber,741.0
3412,exudate,chicle,741,exudatechicle741,exudate,chicle,741.0
3413,exudate,conima,741,exudateconima741,exudate,conima,741.0
3414,exudate,rubber,741,exudaterubber741,exudate,rubber,741.0
3415,exudate,foam_rubber,741,exudatefoam_rubber741,exudate,foam_rubber,741.0
3416,exudate,latex,741,exudatelatex741,exudate,latex,741.0
3417,exudate,gutta-percha,741,exudategutta-percha741,exudate,gutta-percha,741.0
3418,exudate,euphorbium,741,exudateeuphorbium741,exudate,euphorbium,741.0
3419,exudate,tragacanth,741,exudatetragacanth741,exudate,tragacanth,741.0
3420,exudate,sweet_gum,741,exudatesweet_gum741,exudate,sweet_gum,741.0
3421,exudate,algin,741,exudatealgin741,exudate,algin,741.0
3422,exudate,crepe_rubber,741,exudatecrepe_rubber741,exudate,crepe_rubber,741.0
3423,exudate,opopanax,741,exudateopopanax741,exudate,opopanax,741.0
3424,exudate,mucilage,741,exudatemucilage741,exudate,mucilage,741.0
3425,exudate,kino,741,exudatekino741,exudate,kino,741.0
3426,exudate,frankincense,741,exudatefrankincense741,exudate,frankincense,741.0
3427,exudate,cherry-tree_gum,741,exudatecherry-tree_gum741,exudate,cherry-tree_gum,741.0
3428,exudate,mesquite_gum,741,exudatemesquite_gum741,exudate,mesquite_gum,741.0
3429,exudate,Senegal_gum,741,exudateSenegal_gum741,exudate,Senegal_gum,741.0
3430,exudate,ammoniac,741,exudateammoniac741,exudate,ammoniac,741.0
3431,exudate,gum,741,exudategum741,exudate,gum,741.0
3432,exudate,lacquer,741,exudatelacquer741,exudate,lacquer,741.0
3433,exudate,ghatti,741,exudateghatti741,exudate,ghatti,741.0
3434,exudate,eucalyptus_gum,741,exudateeucalyptus_gum741,exudate,eucalyptus_gum,741.0
3435,exudate,gum_butea,741,exudategum_butea741,exudate,gum_butea,741.0
3436,exudate,gum_arabic,741,exudategum_arabic741,exudate,gum_arabic,741.0
3437,exudate,galbanum,741,exudategalbanum741,exudate,galbanum,741.0
3438,exudate,dragon's_blood,741,exudatedragon's_blood741,exudate,dragon's_blood,741.0
3439,exudate,guar_gum,741,exudateguar_gum741,exudate,guar_gum,741.0
3440,exudate,carrageenin,741,exudatecarrageenin741,exudate,carrageenin,741.0
3441,exudate,hard_rubber,741,exudatehard_rubber741,exudate,hard_rubber,741.0
3442,latex,Para_rubber,741,latexPara_rubber741,,,
3443,latex,cold_rubber,741,latexcold_rubber741,,,
3444,latex,rubber,741,latexrubber741,,,
3445,latex,foam_rubber,741,latexfoam_rubber741,,,
3446,latex,crepe_rubber,741,latexcrepe_rubber741,,,
3447,latex,hard_rubber,741,latexhard_rubber741,,,
3448,gum,sangapenum,741,gumsangapenum741,,,
3449,gum,sterculia_gum,741,gumsterculia_gum741,gum,sterculia_gum,741.0
3450,gum,balata,741,gumbalata741,,,
3451,gum,agar,741,gumagar741,,,
3452,gum,chicle,741,gumchicle741,,,
3453,gum,conima,741,gumconima741,,,
3454,gum,gutta-percha,741,gumgutta-percha741,,,
3455,gum,euphorbium,741,gumeuphorbium741,,,
3456,gum,tragacanth,741,gumtragacanth741,,,
3457,gum,sweet_gum,741,gumsweet_gum741,gum,sweet_gum,741.0
3458,gum,algin,741,gumalgin741,,,
3459,gum,opopanax,741,gumopopanax741,,,
3460,gum,mucilage,741,gummucilage741,,,
3461,gum,kino,741,gumkino741,,,
3462,gum,frankincense,741,gumfrankincense741,,,
3463,gum,cherry-tree_gum,741,gumcherry-tree_gum741,gum,cherry-tree_gum,741.0
3464,gum,mesquite_gum,741,gummesquite_gum741,gum,mesquite_gum,741.0
3465,gum,Senegal_gum,741,gumSenegal_gum741,gum,Senegal_gum,741.0
3466,gum,ammoniac,741,gumammoniac741,,,
3467,gum,lacquer,741,gumlacquer741,,,
3468,gum,ghatti,741,gumghatti741,,,
3469,gum,eucalyptus_gum,741,gumeucalyptus_gum741,gum,eucalyptus_gum,741.0
3470,gum,gum_butea,741,gumgum_butea741,,,
3471,gum,gum_arabic,741,gumgum_arabic741,,,
3472,gum,galbanum,741,gumgalbanum741,,,
3473,gum,dragon's_blood,741,gumdragon's_blood741,,,
3474,gum,guar_gum,741,gumguar_gum741,gum,guar_gum,741.0
3475,gum,carrageenin,741,gumcarrageenin741,,,
3476,gum_arabic,Senegal_gum,741,gum_arabicSenegal_gum741,,,
3477,endocrine_gland,parathyroid_gland,742,endocrine_glandparathyroid_gland742,endocrine_gland,parathyroid_gland,742.0
3478,endocrine_gland,adrenal_cortex,742,endocrine_glandadrenal_cortex742,endocrine_gland,adrenal_cortex,742.0
3479,endocrine_gland,pituitary,742,endocrine_glandpituitary742,endocrine_gland,pituitary,742.0
3480,endocrine_gland,ovotestis,742,endocrine_glandovotestis742,endocrine_gland,ovotestis,742.0
3481,endocrine_gland,testis,742,endocrine_glandtestis742,endocrine_gland,testis,742.0
3482,endocrine_gland,undescended_testis,742,endocrine_glandundescended_testis742,endocrine_gland,undescended_testis,742.0
