Unnamed: 0,parent,child,group,type
1544,Hardware reliability,Aging of circuits and systems,10010583_9,train
1545,Hardware reliability,Circuit hardening,10010583_9,train
1546,Hardware reliability,Early-life failures and infant mortality,10010583_9,train
1547,Hardware reliability,"Process, voltage and temperature variations",10010583_9,train
1548,Hardware reliability,Signal integrity and noise analysis,10010583_9,train
1549,Hardware reliability,Transient errors and upsets,10010583_9,train
1550,Robustness,Safety critical systems,10010583_9,train
1551,Emerging technologies,Analysis and design of emerging devices and systems,10010583_10,train
1552,Analysis and design of emerging devices and systems,Emerging architectures,10010583_10,train
1553,Analysis and design of emerging devices and systems,Emerging languages and compilers,10010583_10,train
1554,Analysis and design of emerging devices and systems,Emerging simulation,10010583_10,train
1555,Analysis and design of emerging devices and systems,Emerging tools and methodologies,10010583_10,train
1556,Emerging technologies,Biology-related information processing,10010583_10,train
1557,Biology-related information processing,Bio-embedded electronics,10010583_10,train
1558,Biology-related information processing,Neural systems,10010583_10,train
1559,Emerging technologies,Circuit substrates,10010583_10,train
1560,Circuit substrates,III-V compounds,10010583_10,train
1561,Circuit substrates,Carbon based electronics,10010583_10,train
1562,Circuit substrates,Cellular neural networks,10010583_10,train
1563,Circuit substrates,Flexible and printable circuits,10010583_10,train
1564,Circuit substrates,Superconducting circuits,10010583_10,train
1565,Emerging technologies,Electromechanical systems,10010583_10,train
1566,Electromechanical systems,Microelectromechanical systems,10010583_10,train
1567,Electromechanical systems,Nanoelectromechanical systems,10010583_10,train
1568,Emerging technologies,Emerging interfaces,10010583_10,train
1569,Emerging technologies,Memory and dense storage,10010583_10,train
1570,Emerging technologies,Emerging optical and photonic technologies,10010583_10,train
1571,Emerging technologies,Reversible logic,10010583_10,train
1572,Emerging technologies,Plasmonics,10010583_10,train
1573,Emerging technologies,Quantum technologies,10010583_10,train
1574,Quantum technologies,Single electron devices,10010583_10,train
1575,Quantum technologies,Tunneling devices,10010583_10,train
1576,Quantum technologies,Quantum computation,10010583_10,train
1577,Quantum computation,Quantum communication and cryptography,10010583_10,train
1578,Quantum computation,Quantum error correction and fault tolerance,10010583_10,train
1579,Quantum technologies,Quantum dots and cellular automata,10010583_10,train
1580,Emerging technologies,Spintronics and magnetic technologies,10010583_10,train
1581,Software organization and properties,Contextual software domains,10011007_1,train
1582,Contextual software domains,E-commerce infrastructure,10011007_1,train
1583,Contextual software domains,Software infrastructure,10011007_1,train
1584,Software infrastructure,Interpreters,10011007_1,train
1585,Software infrastructure,Middleware,10011007_1,train
1586,Middleware,Message oriented middleware,10011007_1,train
1587,Middleware,Reflective middleware,10011007_1,train
1588,Middleware,Embedded middleware,10011007_1,train
1589,Software infrastructure,Virtual machines,10011007_1,train
1590,Contextual software domains,Operating systems,10011007_1,train
1591,Operating systems,File systems management,10011007_1,train
1592,Operating systems,Memory management,10011007_1,train
1593,Memory management,Virtual memory,10011007_1,train
1594,Memory management,Main memory,10011007_1,train
1595,Memory management,Allocation / deallocation strategies,10011007_1,train
1596,Memory management,Garbage collection,10011007_1,train
1597,Memory management,Distributed memory,10011007_1,train
1598,Memory management,Secondary storage,10011007_1,train
1599,Operating systems,Process management,10011007_1,train
1600,Process management,Scheduling,10011007_1,train
1601,Process management,Deadlocks,10011007_1,train
1602,Process management,Multithreading,10011007_1,train
1603,Process management,Multiprocessing / multiprogramming / multitasking,10011007_1,train
1604,Process management,Monitors,10011007_1,train
1605,Process management,Mutual exclusion,10011007_1,train
1606,Process management,Concurrency control,10011007_1,train
1607,Process management,Power management,10011007_1,train
1608,Process management,Process synchronization,10011007_1,train
1609,Operating systems,Communications management,10011007_1,train
1610,Communications management,Buffering,10011007_1,train
1611,Communications management,Input / output,10011007_1,train
1612,Communications management,Message passing,10011007_1,train
1613,Contextual software domains,Virtual worlds software,10011007_1,train
1614,Virtual worlds software,Interactive games,10011007_1,train
1615,Virtual worlds software,Virtual worlds training simulations,10011007_1,train
1616,Software organization and properties,Software system structures,10011007_1,train
1617,Software system structures,Embedded software,10011007_1,train
1618,Software system structures,Software architectures,10011007_1,train
1619,Software architectures,n-tier architectures,10011007_1,train
1620,Software architectures,Peer-to-peer architectures,10011007_1,train
1621,Software architectures,Data flow architectures,10011007_1,train
1622,Software architectures,Cooperating communicating processes,10011007_1,train
1623,Software architectures,Layered systems,10011007_1,train
1624,Software architectures,Publish-subscribe / event-based architectures,10011007_1,train
1625,Software architectures,Electronic blackboards,10011007_1,train
1626,Software architectures,Simulator / interpreter,10011007_1,train
1627,Software architectures,Object oriented architectures,10011007_1,train
1628,Software architectures,Tightly coupled architectures,10011007_1,train
1629,Software architectures,Space-based architectures,10011007_1,train
1630,Software architectures,3-tier architectures,10011007_1,train
1631,Software system structures,Software system models,10011007_1,train
1632,Software system models,Petri nets,10011007_1,train
1633,Software system models,State systems,10011007_1,train
1634,Software system models,Entity relationship modeling,10011007_1,train
1635,Software system models,Model-driven software engineering,10011007_1,train
1636,Software system models,Feature interaction,10011007_1,train
1637,Software system models,Massively parallel systems,10011007_1,train
1638,Software system structures,Ultra-large-scale systems,10011007_1,train
1639,Software system structures,Distributed systems organizing principles,10011007_1,train
1640,Distributed systems organizing principles,Cloud computing,10011007_1,train
1641,Distributed systems organizing principles,Client-server architectures,10011007_1,train
1642,Distributed systems organizing principles,Grid computing,10011007_1,train
1643,Distributed systems organizing principles,Organizing principles for web applications,10011007_1,train
1644,Software system structures,Real-time systems software,10011007_1,train
1645,Software system structures,"Abstraction, modeling and modularity",10011007_1,train
1646,Software organization and properties,Software functional properties,10011007_1,train
1647,Software functional properties,Correctness,10011007_1,train
1648,Correctness,Synchronization,10011007_1,train
1649,Correctness,Functionality,10011007_1,train
1650,Correctness,Real-time schedulability,10011007_1,train
1651,Correctness,Consistency,10011007_1,train
1652,Correctness,Completeness,10011007_1,train
1653,Correctness,Access protection,10011007_1,train
1654,Software functional properties,Formal methods,10011007_1,train
1655,Formal methods,Model checking,10011007_1,train
1656,Formal methods,Software verification,10011007_1,train
1657,Formal methods,Automated static analysis,10011007_1,train
1658,Formal methods,Dynamic analysis,10011007_1,train
1659,Software organization and properties,Extra-functional properties,10011007_1,train
1660,Extra-functional properties,Interoperability,10011007_1,train
1661,Extra-functional properties,Software performance,10011007_1,train
1662,Extra-functional properties,Software reliability,10011007_1,train
1663,Extra-functional properties,Software fault tolerance,10011007_1,train
1664,Software fault tolerance,Checkpoint / restart,10011007_1,train
1665,Extra-functional properties,Software safety,10011007_1,train
1666,Extra-functional properties,Software usability,10011007_1,train
1667,Software notations and tools,General programming languages,10011007_2,val
1668,General programming languages,Language types,10011007_2,val
1669,Language types,Parallel programming languages,10011007_2,val
1670,Language types,Distributed programming languages,10011007_2,val
1671,Language types,Imperative languages,10011007_2,val
1672,Language types,Object oriented languages,10011007_2,val
1673,Language types,Functional languages,10011007_2,val
1674,Language types,Concurrent programming languages,10011007_2,val
1675,Language types,Constraint and logic languages,10011007_2,val
1676,Language types,Data flow languages,10011007_2,val
1677,Language types,Extensible languages,10011007_2,val
1678,Language types,Assembly languages,10011007_2,val
1679,Language types,Multiparadigm languages,10011007_2,val
1680,Language types,Very high level languages,10011007_2,val
1681,General programming languages,Language features,10011007_2,val
1682,Language features,Abstract data types,10011007_2,val
1683,Language features,Polymorphism,10011007_2,val
1684,Language features,Inheritance,10011007_2,val
1685,Language features,Control structures,10011007_2,val
1686,Language features,Data types and structures,10011007_2,val
1687,Language features,Classes and objects,10011007_2,val
1688,Language features,Modules / packages,10011007_2,val
1689,Language features,Constraints,10011007_2,val
1690,Language features,Recursion,10011007_2,val
1691,Language features,Concurrent programming structures,10011007_2,val
1692,Language features,"Procedures, functions and subroutines",10011007_2,val
1693,Language features,Patterns,10011007_2,val
1694,Language features,Coroutines,10011007_2,val
1695,Language features,Frameworks,10011007_2,val
1696,Software notations and tools,Formal language definitions,10011007_2,val
1697,Formal language definitions,Syntax,10011007_2,val
1698,Formal language definitions,Semantics,10011007_2,val
1699,Software notations and tools,Compilers,10011007_2,val
1700,Compilers,Interpreters,10011007_2,val
1701,Compilers,Incremental compilers,10011007_2,val
1702,Compilers,Retargetable compilers,10011007_2,val
1703,Compilers,Just-in-time compilers,10011007_2,val
1704,Compilers,Dynamic compilers,10011007_2,val
1705,Compilers,Translator writing systems and compiler generators,10011007_2,val
1706,Compilers,Source code generation,10011007_2,val
1707,Compilers,Runtime environments,10011007_2,val
1708,Compilers,Preprocessors,10011007_2,val
1709,Compilers,Parsers,10011007_2,val
1710,Software notations and tools,Context specific languages,10011007_2,val
1711,Context specific languages,Markup languages,10011007_2,val
1712,Context specific languages,Scripting languages,10011007_2,val
1713,Context specific languages,Domain specific languages,10011007_2,val
1714,Context specific languages,Specialized application languages,10011007_2,val
1715,Context specific languages,API languages,10011007_2,val
1716,Context specific languages,Graphical user interface languages,10011007_2,val
1717,Context specific languages,Window managers,10011007_2,val
1718,Context specific languages,Command and control languages,10011007_2,val
1719,Context specific languages,Macro languages,10011007_2,val
1720,Context specific languages,Programming by example,10011007_2,val
1721,Context specific languages,State based definitions,10011007_2,val
1722,Context specific languages,Visual languages,10011007_2,val
1723,Context specific languages,Interface definition languages,10011007_2,val
1724,Software notations and tools,System description languages,10011007_2,val
1725,System description languages,Design languages,10011007_2,val
1726,System description languages,Unified Modeling Language (UML),10011007_2,val
1727,System description languages,Architecture description languages,10011007_2,val
1728,System description languages,System modeling languages,10011007_2,val
1729,System description languages,Orchestration languages,10011007_2,val
1730,System description languages,Integration frameworks,10011007_2,val
1731,System description languages,Specification languages,10011007_2,val
1732,Software notations and tools,Development frameworks and environments,10011007_2,val
1733,Development frameworks and environments,Object oriented frameworks,10011007_2,val
1734,Development frameworks and environments,Software as a service orchestration system,10011007_2,val
1735,Development frameworks and environments,Integrated and visual development environments,10011007_2,val
1736,Development frameworks and environments,Application specific development environments,10011007_2,val
1737,Software notations and tools,Software configuration management and version control systems,10011007_2,val
1738,Software notations and tools,Software libraries and repositories,10011007_2,val
1739,Software notations and tools,Software maintenance tools,10011007_2,val
1740,Software creation and management,Designing software,10011007_3,train
1741,Designing software,Requirements analysis,10011007_3,train
1742,Designing software,Software design engineering,10011007_3,train
1743,Designing software,Software design tradeoffs,10011007_3,train
1744,Designing software,Software implementation planning,10011007_3,train
1745,Software implementation planning,Software design techniques,10011007_3,train
1746,Software creation and management,Software development process management,10011007_3,train
1747,Software development process management,Software development methods,10011007_3,train
1748,Software development methods,Rapid application development,10011007_3,train
1749,Software development methods,Agile software development,10011007_3,train
1750,Software development methods,Capability Maturity Model,10011007_3,train
1751,Software development methods,Waterfall model,10011007_3,train
1752,Software development methods,Spiral model,10011007_3,train
1753,Software development methods,V-model,10011007_3,train
1754,Software development methods,Design patterns,10011007_3,train
1755,Software development process management,Risk management,10011007_3,train
1756,Software creation and management,Software development techniques,10011007_3,train
1757,Software development techniques,Software prototyping,10011007_3,train
1758,Software development techniques,Object oriented development,10011007_3,train
1759,Software development techniques,Flowcharts,10011007_3,train
1760,Software development techniques,Reusability,10011007_3,train
1761,Reusability,Software product lines,10011007_3,train
1762,Software development techniques,Error handling and recovery,10011007_3,train
1763,Software development techniques,Automatic programming,10011007_3,train
1764,Automatic programming,Genetic programming,10011007_3,train
1765,Software creation and management,Software verification and validation,10011007_3,train
1766,Software verification and validation,Operational analysis,10011007_3,train
1767,Software verification and validation,Software defect analysis,10011007_3,train
1768,Software defect analysis,Software testing and debugging,10011007_3,train
1769,Software verification and validation,Fault tree analysis,10011007_3,train
1770,Software verification and validation,Process validation,10011007_3,train
1771,Process validation,Walkthroughs,10011007_3,train
1772,Process validation,Pair programming,10011007_3,train
1773,Process validation,Use cases,10011007_3,train
1774,Process validation,Acceptance testing,10011007_3,train
1775,Process validation,Traceability,10011007_3,train
1776,Software verification and validation,Formal software verification,10011007_3,train
1777,Software verification and validation,Empirical software validation,10011007_3,train
1778,Software creation and management,Software post-development issues,10011007_3,train
1779,Software post-development issues,Software reverse engineering,10011007_3,train
1780,Software post-development issues,Documentation,10011007_3,train
1781,Software post-development issues,Backup procedures,10011007_3,train
1782,Software post-development issues,Software evolution,10011007_3,train
1783,Software post-development issues,Software version control,10011007_3,train
1784,Software post-development issues,Maintaining software,10011007_3,train
1785,Software post-development issues,System administration,10011007_3,train
1786,Software creation and management,Collaboration in software development,10011007_3,train
1787,Collaboration in software development,Open source model,10011007_3,train
1788,Collaboration in software development,Programming teams,10011007_3,train
1789,Software creation and management,Search-based software engineering,10011007_3,train
1790,Mathematical optimization,Discrete optimization,10002950_4,train
1791,Discrete optimization,Network optimization,10002950_4,train
1792,Discrete optimization,Optimization with randomized search heuristics,10002950_4,train
1793,Optimization with randomized search heuristics,Simulated annealing,10002950_4,train
1794,Optimization with randomized search heuristics,Evolutionary algorithms,10002950_4,train
1795,Optimization with randomized search heuristics,Tabu search,10002950_4,train
1796,Optimization with randomized search heuristics,Randomized local search,10002950_4,train
1797,Mathematical optimization,Continuous optimization,10002950_4,train
1798,Continuous optimization,Linear programming,10002950_4,train
1799,Continuous optimization,Semidefinite programming,10002950_4,train
1800,Continuous optimization,Convex optimization,10002950_4,train
1801,Continuous optimization,Quasiconvex programming and unimodality,10002950_4,train
1802,Continuous optimization,Stochastic control and optimization,10002950_4,train
1803,Continuous optimization,Quadratic programming,10002950_4,train
1804,Continuous optimization,Nonconvex optimization,10002950_4,train
1805,Continuous optimization,Bio-inspired optimization,10002950_4,train
1806,Mathematical optimization,Mixed discrete-continuous optimization,10002950_4,train
1807,Mixed discrete-continuous optimization,Submodular optimization and polymatroids,10002950_4,train
1808,Mixed discrete-continuous optimization,Integer programming,10002950_4,train
1809,Mathematical optimization,Non-parametric optimization,10002950_4,train
1810,Non-parametric optimization,Genetic programming,10002950_4,train
1811,Non-parametric optimization,Developmental representations,10002950_4,train
1812,Calculus,Lambda calculus,10002950_4,train
1813,Calculus,Differential calculus,10002950_4,train
1814,Calculus,Integral calculus,10002950_4,train
1815,Enterprise information systems,Intranets,10002951_3,val
1816,Enterprise information systems,Extranets,10002951_3,val
1817,Enterprise information systems,Enterprise resource planning,10002951_3,val
1818,Enterprise information systems,Enterprise applications,10002951_3,val
1819,Enterprise information systems,Data centers,10002951_3,val
1820,Collaborative and social computing systems and tools,Blogs,10002951_3,val
1821,Collaborative and social computing systems and tools,Wikis,10002951_3,val
1822,Collaborative and social computing systems and tools,Reputation systems,10002951_3,val
1823,Collaborative and social computing systems and tools,Open source software,10002951_3,val
1824,Collaborative and social computing systems and tools,Social networking sites,10002951_3,val
1825,Collaborative and social computing systems and tools,Social tagging systems,10002951_3,val
1826,Collaborative and social computing systems and tools,Synchronous editors,10002951_3,val
1827,Collaborative and social computing systems and tools,Asynchronous editors,10002951_3,val
1828,Electronic commerce,Digital cash,10002951_4,test
1829,Electronic commerce,E-commerce infrastructure,10002951_4,test
1830,Electronic commerce,Electronic data interchange,10002951_4,test
1831,Electronic commerce,Electronic funds transfer,10002951_4,test
1832,Electronic commerce,Online shopping,10002951_4,test
1833,Electronic commerce,Online banking,10002951_4,test
1834,Electronic commerce,Secure online transactions,10002951_4,test
1835,Electronic commerce,Online auctions,10002951_4,test
1836,Markup languages,Extensible Markup Language (XML),10002951_4,test
1837,Markup languages,Hypertext languages,10002951_4,test
1838,Social engineering attacks,Spoofing attacks,10002978_4,train
1839,Social engineering attacks,Phishing,10002978_4,train
1840,Network security,Security protocols,10002978_7,train
1841,Network security,Web protocol security,10002978_7,train
1842,Network security,Mobile and wireless security,10002978_7,train
1843,Network security,Denial-of-service attacks,10002978_7,train
1844,Network security,Firewalls,10002978_7,train
1845,Mathematical optimization,Discrete optimization,10003752_5,train
1846,Discrete optimization,Network optimization,10003752_5,train
1847,Discrete optimization,Optimization with randomized search heuristics,10003752_5,train
1848,Optimization with randomized search heuristics,Simulated annealing,10003752_5,train
1849,Optimization with randomized search heuristics,Evolutionary algorithms,10003752_5,train
1850,Optimization with randomized search heuristics,Tabu search,10003752_5,train
1851,Optimization with randomized search heuristics,Randomized local search,10003752_5,train
1852,Mathematical optimization,Continuous optimization,10003752_5,train
1853,Continuous optimization,Linear programming,10003752_5,train
1854,Continuous optimization,Semidefinite programming,10003752_5,train
1855,Continuous optimization,Convex optimization,10003752_5,train
1856,Continuous optimization,Quasiconvex programming and unimodality,10003752_5,train
1857,Continuous optimization,Stochastic control and optimization,10003752_5,train
1858,Continuous optimization,Quadratic programming,10003752_5,train
1859,Continuous optimization,Nonconvex optimization,10003752_5,train
1860,Continuous optimization,Bio-inspired optimization,10003752_5,train
1861,Mathematical optimization,Mixed discrete-continuous optimization,10003752_5,train
1862,Mixed discrete-continuous optimization,Submodular optimization and polymatroids,10003752_5,train
1863,Mixed discrete-continuous optimization,Integer programming,10003752_5,train
1864,Mathematical optimization,Non-parametric optimization,10003752_5,train
1865,Non-parametric optimization,Genetic programming,10003752_5,train
1866,Non-parametric optimization,Developmental representations,10003752_5,train
1867,Parallel algorithms,MapReduce algorithms,10003752_5,train
1868,Parallel algorithms,Self-organization,10003752_5,train
1869,Parallel algorithms,Shared memory algorithms,10003752_5,train
1870,Parallel algorithms,Vector / streaming algorithms,10003752_5,train
1871,Parallel algorithms,Massively parallel algorithms,10003752_5,train
1872,Kernel methods,Support vector machines,10003752_7,test
1873,Kernel methods,Gaussian processes,10003752_7,test
1874,Reinforcement learning,Sequential decision making,10003752_7,test
1875,Reinforcement learning,Inverse reinforcement learning,10003752_7,test
1876,Reinforcement learning,Apprenticeship learning,10003752_7,test
1877,Reinforcement learning,Multi-agent reinforcement learning,10003752_7,test
1878,Reinforcement learning,Adversarial learning,10003752_7,test
